address,city,region,sqr_meter,nr_rooms,rent_month,final_price,sold_date,price_increase,price_sqr_m,housing_type,other_srq,land_area
Musikvägen 26,Göteborgs kommun,Ruddalen,79.0,4.0,4659.0,3380000.0,2022-03-10,10.0,42785.0,Lägenhet,,0
Amhults byväg 23,Göteborgs kommun,Torslanda - Amhult,85.0,3.0,6356.0,4100000.0,2022-03-10,3.0,48235.0,Lägenhet,,0
Skytteskogsgatan 40,Göteborgs kommun,Kungsladugård,50.0,2.0,4054.0,2950000.0,2022-03-10,18.0,59000.0,Lägenhet,,0
Gyllenstensgatan 1,Göteborgs kommun,Munkebäck,60.0,2.0,2504.0,3150000.0,2022-03-10,9.0,52500.0,Lägenhet,,0
Basungatan 34,Göteborgs kommun,Västra Frölunda,54.0,2.0,3345.0,2025000.0,2022-03-10,2.0,37500.0,Lägenhet,,0
Sveagatan 2 B,Göteborgs kommun,Linnéstaden,117.0,4.0,3328.0,8100000.0,2022-03-10,3.0,69231.0,Lägenhet,,0
Doktor Hjorts gata 1 B,Göteborgs kommun,Södra Guldheden,64.5,3.0,3926.0,4260000.0,2022-03-10,14.0,66047.0,Lägenhet,,0
Doktor Lindhs Gata 6,Göteborgs kommun,Södra guldheden,38.1,1.5,2074.0,3225000.0,2022-03-10,22.0,84646.0,Lägenhet,,0
Andra Långgatan 8 C,Göteborgs kommun,Linnéstaden,52.0,2.0,2939.0,3900000.0,2022-03-10,4.0,75000.0,Lägenhet,,0
Idtjärnsgatan 105,Göteborgs kommun,Rannebergen,130.0,5.0,,3350000.0,2022-03-10,5.0,25769.0,Villa,0.0,0
Virginsgatan 30,Göteborgs kommun,Kålltorp,101.0,5.0,4971.0,6600000.0,2022-03-09,2.0,65347.0,Lägenhet,,0
Lilla Mosstuvevägen 4,Göteborgs kommun,Tuve,110.0,5.0,,6700000.0,2022-03-09,29.0,60909.0,Radhus,28.0,0
Famngatan 16,Göteborgs kommun,Högsbo,29.0,1.0,1600.0,1850000.0,2022-03-09,0.0,63793.0,Lägenhet,,0
Banehagsgatan 16,Göteborgs kommun,Klippan,30.0,1.0,1750.0,2450000.0,2022-03-09,9.0,81667.0,Lägenhet,,0
Tenngjutaregatan 7,Göteborgs kommun,Utby,77.0,5.0,,5400000.0,2022-03-09,8.0,70130.0,Villa,77.0,0
Östra Hamngatan 3,Göteborgs kommun,Inom Vallgraven,61.0,2.0,1953.0,5200000.0,2022-03-09,16.0,85246.0,Lägenhet,,0
Rosengatan 5B,Göteborgs kommun,Linnéstaden,119.0,4.0,6614.0,12600000.0,2022-03-09,6.0,105882.0,Lägenhet,,0
Norra Liden 27,Göteborgs kommun,Inom Vallgraven,41.3,2.0,2971.0,3025000.0,2022-03-09,5.0,73245.0,Lägenhet,,0
Väbelgatan 15,Göteborgs kommun,Långedrag,230.0,7.0,,19100000.0,2022-03-09,5.0,83043.0,Villa,0.0,0
Famngatan 36,Göteborgs kommun,Flatås,70.0,3.0,4564.0,3240000.0,2022-03-09,0.0,46286.0,Lägenhet,,0
Monsungatan 46,Göteborgs kommun,Eriksberg,72.5,3.0,3714.0,4850000.0,2022-03-09,,66897.0,Lägenhet,,0
Vantgatan 1G,Göteborgs kommun,Majorna,54.0,2.0,3926.0,2980000.0,2022-03-09,5.0,55185.0,Lägenhet,,0
Skiftesgatan 8A,Göteborgs kommun,Centrala Hisingen - Kvillebäcken,34.0,1.0,2482.0,1795000.0,2022-03-09,0.0,52794.0,Lägenhet,,0
Arvesgärde 38,Göteborgs kommun,Tuve,81.0,3.0,5205.0,3100000.0,2022-03-09,7.0,38272.0,Lägenhet,,0
Sixten Camps gata 6,Göteborgs kommun,Nya Gårda,50.0,2.0,3210.0,2990000.0,2022-03-09,0.0,59800.0,Lägenhet,,0
Famngatan 32,Göteborgs kommun,Högsbo,70.0,3.0,4564.0,3350000.0,2022-03-09,0.0,47857.0,Lägenhet,,0
Store udds väg 43,Göteborgs kommun,Torslanda - Björlanda,,,,4950000.0,2022-03-09,-10.0,,Tomt,0.0,0
Solventilsgatan 3,Göteborgs kommun,Kvillebäcken,65.0,2.0,3437.0,3500000.0,2022-03-09,8.0,53846.0,Lägenhet,,0
Antenngatan 33B,Göteborgs kommun,Järnbrott,51.5,2.0,3508.0,2200000.0,2022-03-09,10.0,42718.0,Lägenhet,,0
Repslagaregatan 3B,Göteborgs kommun,Masthugget,88.0,3.0,3754.0,5500000.0,2022-03-09,,62500.0,Lägenhet,,0
Andra Långgatan 34,Göteborgs kommun,Linné,78.0,3.0,3930.0,4000000.0,2022-03-09,3.0,51282.0,Lägenhet,,0
Sägengatan 29,Göteborgs kommun,Hisings Backa,68.0,2.0,5029.0,1875000.0,2022-03-09,4.0,27574.0,Lägenhet,,0
Lodjurstråket 1(Karlatornet),Göteborgs kommun,Hisingen,104.0,4.0,,8900000.0,2022-03-09,0.0,85577.0,Lägenhet,,0
Batterigatan 11C,Göteborgs kommun,Gamlestaden,37.0,1.0,2728.0,1860000.0,2022-03-09,5.0,50270.0,Lägenhet,,0
Bullegummans gata 13,Göteborgs kommun,Påvelund,170.0,5.0,,7965000.0,2022-03-09,2.0,46853.0,Villa,32.0,0
Hammarvägen 118,Göteborgs kommun,Näset,115.0,5.0,,5540000.0,2022-03-09,8.0,48174.0,Radhus,0.0,0
Monsungatan 92B,Göteborgs kommun,Eriksberg,77.0,3.0,3202.0,6475000.0,2022-03-09,10.0,84091.0,Lägenhet,,0
Beryllgatan 24,Göteborgs kommun,Norra Tynnered,81.5,3.0,4927.0,2350000.0,2022-03-09,2.0,28834.0,Lägenhet,,0
Burgårdsgatan 12,Göteborgs kommun,Lorensberg,91.0,3.0,4253.0,8350000.0,2022-03-09,4.0,91758.0,Lägenhet,,0
Stampgatan 56B,Göteborgs kommun,Stampen,81.7,3.0,3472.0,4200000.0,2022-03-09,9.0,51408.0,Lägenhet,,0
Monsungatan 80,Göteborgs kommun,Eriksberg,85.0,3.0,4775.0,5800000.0,2022-03-09,5.0,68235.0,Lägenhet,,0
Storkgatan 6H,Göteborgs kommun,Bagaregården,35.8,1.0,2096.0,2400000.0,2022-03-09,,67039.0,Lägenhet,,0
Blåsutgatan 4,Göteborgs kommun,Majorna,84.2,3.0,5748.0,5000000.0,2022-03-09,11.0,59382.0,Lägenhet,,0
Vallmogången 99,Göteborgs kommun,Torpa koloniförening,,,,1410000.0,2022-03-09,48.0,,Fritidshus,0.0,0
Nordhemsgatan 65 B,Göteborgs kommun,Linnéstaden,76.0,2.0,4544.0,5325000.0,2022-03-09,7.0,70066.0,Lägenhet,,0
Sofiagatan 56 J,Göteborgs kommun,Strömmensberg,44.0,2.0,3201.0,2800000.0,2022-03-09,8.0,63636.0,Lägenhet,,0
Torsslottsvägen 24,Göteborgs kommun,Torslanda - Hällsvik,235.0,6.0,,13700000.0,2022-03-08,1.0,58298.0,Villa,0.0,0
Kvillegatan 33,Göteborgs kommun,Centrala Hisingen,90.0,4.0,4451.0,4820000.0,2022-03-08,7.0,53556.0,Lägenhet,,0
Sjömilsgatan 5,Göteborgs kommun,Flatås,97.5,4.0,5014.0,3660000.0,2022-03-08,15.0,37538.0,Lägenhet,,0
Gröna Gatan 49,Göteborgs kommun,Majorna,60.0,2.0,3665.0,2750000.0,2022-03-08,10.0,45833.0,Lägenhet,,0
Monsungatan 46,Göteborgs kommun,Eriksberg,72.5,3.0,3714.0,4670000.0,2022-03-08,6.0,64414.0,Lägenhet,,0
Seglaregatan 4,Göteborgs kommun,Majorna,51.7,2.0,3827.0,2430000.0,2022-03-08,0.0,47002.0,Lägenhet,,0
Fjärde Långgatan 43,Göteborgs kommun,Göteborg,59.0,2.0,3044.0,3420000.0,2022-03-08,14.0,57966.0,Lägenhet,,0
Myntgatan 10A,Göteborgs kommun,Centrala Hisingen,61.0,3.5,4864.0,2800000.0,2022-03-08,6.0,45902.0,Lägenhet,,0
Nordhemsgatan 20A,Göteborgs kommun,Linnéstaden,63.0,2.0,3481.0,4800000.0,2022-03-08,12.0,76190.0,Lägenhet,,0
Lantmätaregatan 15B,Göteborgs kommun,Kvillebäcken,59.6,2.0,3316.0,2650000.0,2022-03-08,11.0,44463.0,Lägenhet,,0
Eklandagatan 67A,Göteborgs kommun,Johanneberg,36.0,1.5,1976.0,3000000.0,2022-03-08,22.0,83333.0,Lägenhet,,0
Walter Bengtssons Gata 37,Göteborgs kommun,Majorna,88.0,3.0,4448.0,5570000.0,2022-03-08,13.0,63295.0,Lägenhet,,0
Olskroksgatan 25,Göteborgs kommun,Olskroken,50.0,2.0,3283.0,3000000.0,2022-03-08,13.0,60000.0,Lägenhet,,0
Monsungatan 28,Göteborgs kommun,Hisingen,76.0,3.0,4229.0,5535000.0,2022-03-08,12.0,72829.0,Lägenhet,,0
Nordhemsgatan 63A,Göteborgs kommun,Linnéstaden,36.0,2.0,1447.0,4400000.0,2022-03-08,16.0,122222.0,Lägenhet,,0
Norra Skeppspromenaden 3,Göteborgs kommun,Eriksberg,93.0,3.0,5309.0,5210000.0,2022-03-08,,56022.0,Lägenhet,,0
Kadettgatan 1,Göteborgs kommun,Kviberg,46.5,2.0,2979.0,2630000.0,2022-03-08,2.0,56559.0,Lägenhet,,0
Klamparegatan 17,Göteborgs kommun,Masthugget,39.0,2.0,2140.0,2500000.0,2022-03-08,2.0,64103.0,Lägenhet,,0
Kalmargatan 18,Göteborgs kommun,Lundby,126.0,5.0,,5450000.0,2022-03-08,0.0,43254.0,Villa,86.0,0
Gräddgatan 7,Göteborgs kommun,Kallebäck,52.5,2.0,3124.0,2950000.0,2022-03-08,7.0,56190.0,Lägenhet,,0
Kabelgatan 35B,Göteborgs kommun,Majorna,56.0,2.0,3998.0,2550000.0,2022-03-08,0.0,45536.0,Lägenhet,,0
Ostindiefararen 35,Göteborgs kommun,Eriksberg,99.0,3.0,5297.0,7000000.0,2022-03-08,8.0,70707.0,Lägenhet,,0
Östra Midvintersgatan 12,Göteborgs kommun,Kortedala,61.0,3.0,4045.0,1850000.0,2022-03-08,9.0,30328.0,Lägenhet,,0
Hömånadsgatan 15,Göteborgs kommun,Kortedala,70.5,2.5,5245.0,2910000.0,2022-03-08,64.0,41277.0,Radhus,0.0,0
Lilla Marconigatan 3,Göteborgs kommun,Frölunda,94.0,3.5,4472.0,4100000.0,2022-03-08,15.0,43617.0,Lägenhet,,0
Hökegatan 14,Göteborgs kommun,Olskroken,63.5,2.0,3536.0,3600000.0,2022-03-08,13.0,56693.0,Lägenhet,,0
Skanstorget 7B,Göteborgs kommun,Linnéstaden,122.0,5.0,5037.0,7900000.0,2022-03-08,14.0,64754.0,Lägenhet,,0
Bäckebolsängen 22,Göteborgs kommun,Hisings Backa,72.6,3.0,5175.0,2100000.0,2022-03-08,,28926.0,Lägenhet,,0
Kavaljersgatan 22,Göteborgs kommun,Hisings Backa - Backadalen,62.5,2.0,4474.0,1430000.0,2022-03-08,-4.0,22880.0,Lägenhet,,0
Sankt Jörgens Allé 3,Göteborgs kommun,Hisings Backa,95.0,4.0,6401.0,3525000.0,2022-03-08,7.0,37105.0,Lägenhet,,0
Trädgårdsgärdet 152,Göteborgs kommun,Angered,79.7,4.0,5516.0,3200000.0,2022-03-08,61.0,40151.0,Radhus,0.0,0
Valthornsgatan 6,Göteborgs kommun,Västra Frölunda,54.0,2.0,3256.0,2995000.0,2022-03-08,0.0,55463.0,Lägenhet,,0
Kattfotsgatan 12,Göteborgs kommun,Kvillebäcken,110.0,4.0,,4650000.0,2022-03-07,,42273.0,Radhus,0.0,0
Norra lysevägen 141,Göteborgs kommun,Torslanda - Amhult,69.6,3.0,4153.0,4000000.0,2022-03-07,5.0,57471.0,Lägenhet,,0
Bergkullavägen 71,Göteborgs kommun,Olofstorp,87.0,3.0,5348.0,2850000.0,2022-03-07,-2.0,32759.0,Lägenhet,,0
Lilla Bottnevägen 46B,Göteborgs kommun,Torslanda - Lilleby,71.0,3.0,3500.0,4500000.0,2022-03-07,13.0,63380.0,Radhus,0.0,0
Långängen 4B,Göteborgs kommun,Kvillebäcken,78.5,3.0,4697.0,4100000.0,2022-03-07,8.0,52229.0,Lägenhet,,0
Lambergsgatan 1B,Göteborgs kommun,Övre Eriksberg,69.0,3.0,4319.0,2935000.0,2022-03-07,9.0,42536.0,Lägenhet,,0
Virvelvindsgatan 30,Göteborgs kommun,Centrala Hisingen,25.5,1.0,1908.0,1450000.0,2022-03-07,0.0,56863.0,Lägenhet,,0
Björcksgatan 60C,Göteborgs kommun,Kålltorp,56.0,2.0,2964.0,2650000.0,2022-03-07,,47321.0,Lägenhet,,0
Basungatan 36,Göteborgs kommun,Ruddalen,54.0,2.0,3345.0,2200000.0,2022-03-07,,40741.0,Lägenhet,,0
Gaterseredsvägen 51,Göteborgs kommun,Billdal,168.0,5.0,,7980000.0,2022-03-07,8.0,47500.0,Villa,10.0,0
Uggledalsvägen 73,Göteborgs kommun,Billdal,124.0,4.0,6289.0,6000000.0,2022-03-07,3.0,48387.0,Lägenhet,,0
Fredenlundsvägen,Göteborgs kommun,Backa -Fridhem,,,,150000.0,2022-03-07,15.0,,Fritidshus,0.0,0
Ernst torulfsgatan 11E,Göteborgs kommun,Munkebäck,51.0,2.0,3118.0,2500000.0,2022-03-07,,49020.0,Lägenhet,,0
"Rosengatan 5B, lgh 1602B",Göteborgs kommun,Linnéstaden,34.0,1.0,2145.0,3400000.0,2022-03-07,14.0,100000.0,Lägenhet,,0
Östra Eriksbergsgatan 73,Göteborgs kommun,Eriksberg,56.9,2.0,2955.0,3260000.0,2022-03-07,0.0,57293.0,Lägenhet,,0
Trollrunan 190,Göteborgs kommun,Torslanda - Troll-/Lönnrunan,120.0,5.0,,5450000.0,2022-03-07,11.0,45417.0,Radhus,0.0,0
Gamlestads Brygga 17,Göteborgs kommun,Gamlestaden,59.0,2.0,2992.0,3550000.0,2022-03-07,5.0,60169.0,Lägenhet,,0
Guldringen 5,Göteborgs kommun,Norra Tynnered,97.5,4.0,6601.0,3220000.0,2022-03-07,,33026.0,Lägenhet,,0
Mölndalsvägen 35,Göteborgs kommun,Johanneberg - Almedal,65.5,2.0,3565.0,3540000.0,2022-03-07,18.0,54046.0,Lägenhet,,0
Svängrumsgatan 16,Göteborgs kommun,Flatås,63.0,2.0,3401.0,2440000.0,2022-03-07,8.0,38730.0,Lägenhet,,0
Bratteråsgatan 54,Göteborgs kommun,Eriksberg,59.0,2.0,3292.0,3900000.0,2022-03-07,0.0,66102.0,Lägenhet,,0
Chalmersgatan 25 B,Göteborgs kommun,Lorensberg,63.0,2.0,2505.0,4600000.0,2022-03-07,16.0,73016.0,Lägenhet,,0
Dalheimersgatan 6 B,Göteborgs kommun,Norra Guldheden,46.0,1.5,3488.0,3350000.0,2022-03-07,14.0,72826.0,Lägenhet,,0
Lodjursstråket 1,Göteborgs kommun,Lindholmen,79.0,3.0,5368.0,5800000.0,2022-03-06,0.0,73418.0,Lägenhet,,0
Svängrumsgatan 44,Göteborgs kommun,Flatås,76.5,3.0,3925.0,3400000.0,2022-03-06,0.0,44444.0,Lägenhet,,0
Toppsegelsgatan 1,Göteborgs kommun,Majorna,26.3,1.0,1642.0,2000000.0,2022-03-06,3.0,76046.0,Lägenhet,,0
Seglaregatan 10,Göteborgs kommun,Majorna,63.7,2.0,5222.0,3325000.0,2022-03-06,15.0,52198.0,Lägenhet,,0
Bockhornsgatan 7 A,Göteborgs kommun,Gamla Masthugget,33.4,1.0,2353.0,2700000.0,2022-03-06,,80838.0,Lägenhet,,0
Fagottgatan 4,Göteborgs kommun,Ruddalen,68.0,3.0,3752.0,2700000.0,2022-03-05,14.0,39706.0,Lägenhet,,0
Nya Älvegårdsvägen 19e,Göteborgs kommun,Torslanda - Lilleby,47.5,2.0,3005.0,2700000.0,2022-03-05,8.0,56842.0,Lägenhet,,0
Hakefjordsgatan 179,Göteborgs kommun,Göteborg,126.0,6.0,4558.0,4500000.0,2022-03-05,,35714.0,Lägenhet,,0
Musikvägen 28,Göteborgs kommun,Ruddalen,70.0,3.0,4174.0,2410000.0,2022-03-05,5.0,34429.0,Lägenhet,,0
Vantgatan 3E,Göteborgs kommun,Majorna,54.0,2.0,4026.0,2300000.0,2022-03-05,-3.0,42593.0,Lägenhet,,0
Daltorpsgatan 47B,Göteborgs kommun,Örgryte,53.0,2.0,3424.0,3400000.0,2022-03-05,14.0,64151.0,Lägenhet,,0
Kapplandsgatan 84A,Göteborgs kommun,Högsbo,54.8,2.0,3206.0,2430000.0,2022-03-05,6.0,44343.0,Lägenhet,,0
Gråskärsgatan 19,Göteborgs kommun,Önnered,118.0,5.0,,6200000.0,2022-03-05,11.0,52542.0,Radhus,0.0,0
Sjöbackevägen 18,Göteborgs kommun,Billdal,67.0,3.0,3726.0,3650000.0,2022-03-05,3.0,54478.0,Lägenhet,,0
Virvelvindsgatan 6,Göteborgs kommun,Centrala Hisingen,66.0,3.0,4195.0,2750000.0,2022-03-05,2.0,41667.0,Lägenhet,,0
Väderbodarna 2,Göteborgs kommun,Biskopsgården,60.0,2.0,3676.0,1325000.0,2022-03-05,6.0,22083.0,Lägenhet,,0
Drivhusgatan 19A,Göteborgs kommun,Almedal,72.0,3.0,3765.0,3750000.0,2022-03-04,,52083.0,Lägenhet,,0
Träringen 75,Göteborgs kommun,Björkekärr,55.0,2.0,3939.0,2620000.0,2022-03-04,7.0,47636.0,Lägenhet,,0
Dan Anderssons gata 8B,Göteborgs kommun,Hisings Backa,94.0,4.0,,4350000.0,2022-03-04,0.0,46277.0,Radhus,10.0,0
Gröna vallen 9B,Göteborgs kommun,Kungsladugård,68.0,2.0,3025.0,4600000.0,2022-03-04,19.0,67647.0,Lägenhet,,0
Övre Buråsliden 9B,Göteborgs kommun,Johanneberg,38.0,2.0,2663.0,2825000.0,2022-03-04,13.0,74342.0,Lägenhet,,0
Svarvstensvägen 18,Göteborgs kommun,Gerrebacka - Hisings Kärra,96.0,4.0,5675.0,4000000.0,2022-03-04,3.0,41667.0,Radhus,0.0,0
Fricksgatan 4B,Göteborgs kommun,Norra Guldheden,62.5,3.0,4065.0,4100000.0,2022-03-04,8.0,65600.0,Lägenhet,,0
Tegnérsgatan 20,Göteborgs kommun,Lorensberg,77.5,2.0,3558.0,6350000.0,2022-03-04,0.0,81935.0,Lägenhet,,0
Doktor Allards gata 14,Göteborgs kommun,Guldheden,47.0,2.0,2912.0,3650000.0,2022-03-04,8.0,77660.0,Lägenhet,,0
Sonettgatan 65,Göteborgs kommun,Hisings Backa,116.0,4.0,,4680000.0,2022-03-04,4.0,40345.0,Radhus,0.0,0
Träringen 73,Göteborgs kommun,Björkekärr,55.0,2.0,3682.0,2650000.0,2022-03-04,,48182.0,Lägenhet,,0
Lindholmshamnen 38,Göteborgs kommun,Lindholmen,30.0,1.0,2016.0,2395000.0,2022-03-04,0.0,79833.0,Lägenhet,,0
Övre Hallegatan 42,Göteborgs kommun,Hisingen,27.6,1.0,2544.0,1800000.0,2022-03-04,,65217.0,Lägenhet,,0
Fräntorpsgatan 80,Göteborgs kommun,Fräntorp,70.5,3.0,4213.0,3850000.0,2022-03-04,,54610.0,Lägenhet,,0
Fritiof Anderssons gata 9,Göteborgs kommun,Eriksberg,81.6,3.0,3996.0,4850000.0,2022-03-04,,59436.0,Lägenhet,,0
Trångets södra väg 43,Göteborgs kommun,Torslanda - Centralt,85.0,3.0,,4715000.0,2022-03-04,5.0,55471.0,Villa,23.0,0
Bielkegatan 13B,Göteborgs kommun,Lunden,53.0,2.0,2891.0,3225000.0,2022-03-04,12.0,60849.0,Lägenhet,,0
Fastlagsgatan 6,Göteborgs kommun,Kortedala,54.0,2.0,3980.0,1800000.0,2022-03-04,,33333.0,Lägenhet,,0
Långedragsvägen 148,Göteborgs kommun,Hagen,172.0,7.0,,9950000.0,2022-03-04,17.0,57849.0,Villa,0.0,0
Vidblicksgatan 8,Göteborgs kommun,Nedre Johanneberg,68.0,2.0,4067.0,5300000.0,2022-03-04,0.0,77941.0,Lägenhet,,0
Långvågsgatan 13,Göteborgs kommun,Järnbrott,95.0,5.0,,6950000.0,2022-03-04,10.0,73158.0,Villa,62.0,0
Olivedalsgatan 2,Göteborgs kommun,Linnéstaden,79.0,3.0,4433.0,6375000.0,2022-03-04,14.0,80696.0,Lägenhet,,0
Arvesgärde 3,Göteborgs kommun,Tuve,81.5,3.0,5749.0,2200000.0,2022-03-04,10.0,26994.0,Lägenhet,,0
Ewertsgatan 7,Göteborgs kommun,Johanneberg,212.0,8.0,,10850000.0,2022-03-04,0.0,51179.0,Radhus,19.0,0
Barytongatan 1,Göteborgs kommun,Kaverös,75.3,3.0,4319.0,3100000.0,2022-03-04,,41169.0,Lägenhet,,0
Borstbindaregatan 17,Göteborgs kommun,Kvillebäcken,55.0,2.0,3490.0,2850000.0,2022-03-04,4.0,51818.0,Lägenhet,,0
Tredje Långgatan 32C,Göteborgs kommun,Linné,32.0,1.0,1920.0,3050000.0,2022-03-04,2.0,95313.0,Lägenhet,,0
Mandolingatan 9,Göteborgs kommun,Ruddalen,68.0,3.0,3725.0,2810000.0,2022-03-04,18.0,41324.0,Lägenhet,,0
"Karlatornet (Lodjursstråket 1), Vån 18",Göteborgs kommun,Lindholmen,48.5,2.0,3785.0,4025000.0,2022-03-04,0.0,82990.0,Lägenhet,,0
Kapplandsgatan 84B,Göteborgs kommun,Högsbo,49.2,2.0,2856.0,2565000.0,2022-03-04,14.0,52134.0,Lägenhet,,0
Östra Eriksbergsgatan 81,Göteborgs kommun,Eriksberg,57.6,2.0,2773.0,3195000.0,2022-03-04,0.0,55469.0,Lägenhet,,0
Prilyckegatan 69,Göteborgs kommun,Hisings Kärra,75.5,3.0,4191.0,2250000.0,2022-03-04,3.0,29801.0,Lägenhet,,0
Turkosgatan 2,Göteborgs kommun,Tynnered,60.0,2.0,3869.0,1900000.0,2022-03-04,6.0,31667.0,Lägenhet,,0
Solarvsplan 2,Göteborgs kommun,Askim - Vita Fläcken,75.6,3.0,4642.0,3075000.0,2022-03-04,,40675.0,Lägenhet,,0
Korstörnegatan 15,Göteborgs kommun,CENTRALA HISINGEN,56.5,2.0,3045.0,2760000.0,2022-03-04,2.0,48850.0,Lägenhet,,0
Kyrkogatan 42C,Göteborgs kommun,Inom Vallgraven,49.0,2.0,3595.0,3800000.0,2022-03-04,17.0,77551.0,Lägenhet,,0
Verkmästaregatan 1,Göteborgs kommun,Lindholmen,79.5,3.0,4697.0,4575000.0,2022-03-04,10.0,57547.0,Lägenhet,,0
Daliagången 3,Göteborgs kommun,Fräntorp,70.0,5.0,,3850000.0,2022-03-04,3.0,55000.0,Radhus,35.0,0
Steken 3 A,Göteborgs kommun,Angered Agnesberg,81.0,4.0,3339.0,1900000.0,2022-03-04,1.0,23457.0,Lägenhet,,0
Lilla Marconigatan 25,Göteborgs kommun,Frölunda Torg - Cityhusen,127.0,4.0,5696.0,6900000.0,2022-03-03,30.0,54331.0,Lägenhet,,0
Sisjövägen 487,Göteborgs kommun,Askim - Sisjön,117.0,5.0,,6100000.0,2022-03-03,11.0,52137.0,Radhus,60.0,0
Olivedalsgatan 9,Göteborgs kommun,Linnéstaden,54.5,2.0,3845.0,4450000.0,2022-03-03,17.0,81651.0,Lägenhet,,0
Övralidsgatan 21,Göteborgs kommun,Hisings Backa,38.0,1.0,2918.0,1220000.0,2022-03-03,12.0,32105.0,Lägenhet,,0
Stekastigen 6,Göteborgs kommun,Agnesberg,60.5,2.0,4668.0,1330000.0,2022-03-03,-1.0,21983.0,Lägenhet,,0
Eklandagatan 56A,Göteborgs kommun,Johanneberg,45.0,2.0,2760.0,3300000.0,2022-03-03,16.0,73333.0,Lägenhet,,0
Mölndalsvägen 87B,Göteborgs kommun,Almedal/Johanneberg,72.0,3.0,3622.0,4700000.0,2022-03-03,0.0,65278.0,Lägenhet,,0
Falkenbergsgatan 9B,Göteborgs kommun,Johanneberg Almedal,67.5,3.0,4132.0,3675000.0,2022-03-03,,54444.0,Lägenhet,,0
Önskevädersgatan 43,Göteborgs kommun,Biskopsgården,72.4,3.0,4291.0,1450000.0,2022-03-03,4.0,20028.0,Lägenhet,,0
Karlatornet (Lodjursstråket 1),Göteborgs kommun,Lindholmen,48.5,2.0,3782.0,4110000.0,2022-03-03,-6.0,84742.0,Lägenhet,,0
Första Långgatan 6A,Göteborgs kommun,Linné,65.0,2.0,3290.0,5100000.0,2022-03-03,7.0,78462.0,Lägenhet,,0
Flöjtgatan 35,Göteborgs kommun,Ruddalen,70.5,3.0,5148.0,2500000.0,2022-03-03,6.0,35461.0,Lägenhet,,0
Kaggeledsgatan 40C,Göteborgs kommun,Munkebäck,50.0,2.0,2942.0,2580000.0,2022-03-03,,51600.0,Lägenhet,,0
Ernst torulfsgatan 3B,Göteborgs kommun,Munkebäck,76.5,3.0,4150.0,5300000.0,2022-03-03,6.0,69281.0,Lägenhet,,0
Rödlönnsgången 26,Göteborgs kommun,Centrala Hisingen,30.5,1.0,2216.0,1940000.0,2022-03-03,8.0,63607.0,Lägenhet,,0
Gröna gatan 47,Göteborgs kommun,Majorna,89.2,4.0,5159.0,4350000.0,2022-03-03,10.0,48767.0,Lägenhet,,0
Kobbeslätten 6,Göteborgs kommun,Askim,54.0,2.0,3316.0,2635000.0,2022-03-03,2.0,48796.0,Lägenhet,,0
Gamla Sörredsvägen 190,Göteborgs kommun,Torslanda - Låssby,148.0,5.0,,7500000.0,2022-03-03,0.0,50676.0,Villa,0.0,0
Kringelhamnen 1,Göteborgs kommun,Torslanda - Nötö,201.0,6.0,,12920000.0,2022-03-03,-4.0,64279.0,Villa,0.0,0
Övre Hallegatan 16,Göteborgs kommun,Centrala Hisingen,58.7,2.0,4141.0,2300000.0,2022-03-03,21.0,39182.0,Lägenhet,,0
Mariebergsgatan 13B,Göteborgs kommun,Majorna,55.0,2.0,3437.0,3450000.0,2022-03-03,15.0,62727.0,Lägenhet,,0
Kobergsgatan 11,Göteborgs kommun,Strömmensberg,68.0,3.0,3680.0,3500000.0,2022-03-03,10.0,51471.0,Lägenhet,,0
Tallboängen 38,Göteborgs kommun,Askim Hult,183.0,7.0,,8320000.0,2022-03-03,9.0,45464.0,Radhus,5.0,0
Engelbrektsgatan 57,Göteborgs kommun,Lorensberg,88.0,4.0,4358.0,7000000.0,2022-03-03,0.0,79545.0,Lägenhet,,0
Lilla Arödsgatan 15B,Göteborgs kommun,Backa - Aröd,91.0,3.0,,5250000.0,2022-03-03,6.0,57692.0,Radhus,0.0,0
Andra Långgatan 11,Göteborgs kommun,Linné,31.3,1.5,2089.0,2650000.0,2022-03-03,15.0,84665.0,Lägenhet,,0
Hovås pilbladsstig 13,Göteborgs kommun,Hovås,112.0,6.0,,7225000.0,2022-03-03,6.0,64509.0,Radhus,64.0,0
Storkgatan 6F,Göteborgs kommun,Bagaregården,55.5,2.0,3069.0,3200000.0,2022-03-03,,57658.0,Lägenhet,,0
Linnégatan 76,Göteborgs kommun,Linné,79.6,3.0,4614.0,5950000.0,2022-03-03,0.0,74749.0,Lägenhet,,0
Eric Börjessons väg 19,Göteborgs kommun,Kviberg,112.0,4.0,,5450000.0,2022-03-03,9.0,48661.0,Villa,0.0,0
Stenbocksgatan 11,Göteborgs kommun,Sannegårdshamnen,97.0,4.0,5149.0,5840000.0,2022-03-03,10.0,60206.0,Lägenhet,,0
Wingårdsgatan 5A,Göteborgs kommun,Kålltorp,67.0,3.0,4740.0,3600000.0,2022-03-03,,53731.0,Lägenhet,,0
Sophie Elkans gata 3B,Göteborgs kommun,Hisings Backa,94.0,4.0,,4500000.0,2022-03-03,,47872.0,Villa,10.0,0
Batterigatan 6A,Göteborgs kommun,Gamlestaden,28.0,1.0,1641.0,1800000.0,2022-03-03,3.0,64286.0,Lägenhet,,0
