address,city,region,sqr_meter,nr_rooms,rent_month,final_price,sold_date,price_increase,price_sqr_m,housing_type,other_srq,land_area
Norra Liden 23  /   Otterhällegatan 7,Göteborgs kommun,Kungshöjd,6.0,2.0,2920.0,3650000.0,2022-02-23,8.0,61864.0,Lägenhet,,0
Göketorpsgatan 21,Göteborgs kommun,Örgryte - Kärralund,100.0,4.0,5771.0,6550000.0,2022-02-23,17.0,65500.0,Lägenhet,,0
Solarvsplan 26,Göteborgs kommun,Askim - Vita Fläcken,62.2,2.0,3778.0,2850000.0,2022-02-23,19.0,45820.0,Lägenhet,,0
Råstensgatan 40 B,Göteborgs kommun,Kålltorp,44.0,2.0,3194.0,2500000.0,2022-02-23,5.0,56818.0,Lägenhet,,0
Kvadrantgatan 10,Göteborgs kommun,Bergsjön Gärdsåsdalen,61.8,2.0,4969.0,1010000.0,2022-02-23,-6.0,16343.0,Lägenhet,,0
Olivedalsgatan 15 B,Göteborgs kommun,Linnéstaden,67.0,3.0,4591.0,6450000.0,2022-02-23,30.0,96269.0,Lägenhet,,0
Lilla Fridhemsgatan 6 A,Göteborgs kommun,Kungsladugård,30.0,1.0,2293.0,2425000.0,2022-02-23,18.0,80833.0,Lägenhet,,0
Fjärde Långgatan 18,Göteborgs kommun,Linnéstaden,86.0,3.0,4390.0,8010000.0,2022-02-23,19.0,93140.0,Lägenhet,,0
Piplärkevägen 9,Göteborgs kommun,Utby,71.0,5.0,,4380000.0,2022-02-22,14.0,61690.0,Radhus,36.0,0
Solängsvägen 61,Göteborgs kommun,Torslanda,81.3,3.0,5976.0,3200000.0,2022-02-22,7.0,39360.0,Lägenhet,,0
Arvesgärde 5,Göteborgs kommun,Tuve,37.5,2.0,3070.0,1550000.0,2022-02-22,0.0,41333.0,Lägenhet,,0
Beryllgatan 10,Göteborgs kommun,Tynnered,81.5,3.0,4927.0,2700000.0,2022-02-22,5.0,33129.0,Lägenhet,,0
Kobergsgatan 34,Göteborgs kommun,Strömmensberg,40.0,2.0,2665.0,2380000.0,2022-02-22,0.0,59500.0,Lägenhet,,0
Prilyckegatan 103,Göteborgs kommun,Hisings Kärra,46.5,1.0,2995.0,1550000.0,2022-02-22,4.0,33333.0,Lägenhet,,0
Bredängen 40,Göteborgs kommun,Billdal,85.0,3.0,5662.0,3900000.0,2022-02-22,4.0,45882.0,Lägenhet,,0
Astrakangatan 2,Göteborgs kommun,Tolered,73.0,5.0,,4735000.0,2022-02-22,18.0,64863.0,Radhus,31.0,0
Bäckebolsängen 29,Göteborgs kommun,Hisings Backa,97.6,4.0,6632.0,2430000.0,2022-02-22,,24898.0,Lägenhet,,0
Bäckebolslyckan 27,Göteborgs kommun,Hisings Backa,68.5,3.0,5140.0,1730000.0,2022-02-22,3.0,25255.0,Lägenhet,,0
Geteryggsgatan 13,Göteborgs kommun,Björkekärr,167.0,7.0,,10500000.0,2022-02-22,12.0,62874.0,Villa,182.0,0
Doktor Forselius gata 22,Göteborgs kommun,Guldheden,81.5,4.0,5091.0,4400000.0,2022-02-22,13.0,53988.0,Lägenhet,,0
Ernst Torulfsgatan 13C,Göteborgs kommun,Munkebäck,53.5,2.0,4452.0,2540000.0,2022-02-22,6.0,47477.0,Lägenhet,,0
Bisittaregatan 1B,Göteborgs kommun,Kålltorp,68.0,3.0,3842.0,3850000.0,2022-02-22,,56618.0,Lägenhet,,0
Lantmätaregatan 17A,Göteborgs kommun,Centrala Hisingen,66.0,3.0,4199.0,2800000.0,2022-02-22,8.0,42424.0,Lägenhet,,0
Russvägen 3,Göteborgs kommun,Hisings Kärra,100.0,4.0,5483.0,4300000.0,2022-02-22,,43000.0,Radhus,0.0,0
Svangatan 17B,Göteborgs kommun,Bagaregården,70.0,3.0,3576.0,4250000.0,2022-02-22,-1.0,60714.0,Lägenhet,,0
Ostindiefararen 19,Göteborgs kommun,Eriksberg,60.0,2.0,1875.0,3420000.0,2022-02-22,1.0,57000.0,Lägenhet,,0
Ekebygatan 17,Göteborgs kommun,Hisings Backa,74.3,3.0,5150.0,2210000.0,2022-02-22,12.0,29744.0,Lägenhet,,0
Lars kaggsgatan 30A,Göteborgs kommun,Gamlestaden,55.5,2.0,4181.0,2550000.0,2022-02-22,,45946.0,Lägenhet,,0
Hallegatan 13,Göteborgs kommun,Centrala Hisingen,35.5,1.5,2903.0,2150000.0,2022-02-22,8.0,60563.0,Lägenhet,,0
Olivedalsgatan 16,Göteborgs kommun,Linnéstaden,73.0,3.0,2841.0,6325000.0,2022-02-22,11.0,86644.0,Lägenhet,,0
Linnégatan 76,Göteborgs kommun,Linné,75.2,3.0,4391.0,5950000.0,2022-02-22,20.0,79122.0,Lägenhet,,0
Borstbindaregatan 17,Göteborgs kommun,Kvillebäcken,55.0,2.0,3490.0,3000000.0,2022-02-22,1.0,54545.0,Lägenhet,,0
Kavaljersgatan 9,Göteborgs kommun,Hisings Backa,62.5,2.0,4474.0,1670000.0,2022-02-22,5.0,26720.0,Lägenhet,,0
Hakefjordsgatan 193,Göteborgs kommun,Göteborg,126.0,6.0,4558.0,4500000.0,2022-02-22,,35714.0,Lägenhet,,0
Plockerotegatan 207,Göteborgs kommun,Backatorp - Hisings Backa,85.2,3.0,5548.0,3174325.0,2022-02-22,27.0,37257.0,Lägenhet,,0
Brunstorps gärde 27,Göteborgs kommun,Säve,119.0,4.0,,4250000.0,2022-02-22,2.0,35714.0,Radhus,0.0,0
Silvermyntsgatan 5,Göteborgs kommun,Högsbo,52.0,2.0,3591.0,2600000.0,2022-02-22,14.0,50000.0,Lägenhet,,0
Sven-Agne Larssons Väg 3,Göteborgs kommun,Centrala Hisingen,43.0,2.0,2745.0,2100000.0,2022-02-22,6.0,48837.0,Lägenhet,,0
Teleskopgatan 12,Göteborgs kommun,Bergsjön,75.0,3.0,4814.0,1400000.0,2022-02-21,0.0,18667.0,Lägenhet,,0
Solstrålegatan 22,Göteborgs kommun,Länsmansgården,93.0,3.0,5371.0,1935000.0,2022-02-21,2.0,20806.0,Lägenhet,,0
Konditionsvägen 5,Göteborgs kommun,Torslanda - Björlanda,136.0,4.0,,7000000.0,2022-02-21,8.0,51471.0,Villa,0.0,0
Akkas gata 20,Göteborgs kommun,Hisings Backa,74.3,3.0,5292.0,1875000.0,2022-02-21,4.0,25236.0,Lägenhet,,0
Lövskogsgatan 11B,Göteborgs kommun,Norra Guldheden,50.0,2.0,3410.0,3700000.0,2022-02-21,20.0,74000.0,Lägenhet,,0
Stenkastsgatan 1,Göteborgs kommun,Flatås,111.0,5.0,5288.0,4100000.0,2022-02-21,5.0,36937.0,Lägenhet,,0
Prilyckegatan 359B,Göteborgs kommun,Hisings Kärra,93.5,4.0,5269.0,3320000.0,2022-02-21,15.0,35508.0,Lägenhet,,0
Famngatan 8,Göteborgs kommun,Högsbo,29.0,1.0,1600.0,1550000.0,2022-02-21,0.0,53448.0,Lägenhet,,0
Storkgatan 4A,Göteborgs kommun,Bagaregården,34.0,1.5,2266.0,2600000.0,2022-02-21,13.0,76471.0,Lägenhet,,0
Blåsvädersgatan 8,Göteborgs kommun,Biskopsgården,71.5,3.0,3731.0,2100000.0,2022-02-21,11.0,29371.0,Lägenhet,,0
Rustmästaregatan 25,Göteborgs kommun,Kviberg,90.0,3.0,4685.0,4050000.0,2022-02-21,,45000.0,Lägenhet,,0
Trädgårdsberget 13,Göteborgs kommun,Angered,,,,1295000.0,2022-02-21,0.0,,Tomt,0.0,0
Famngatan 36,Göteborgs kommun,Flatås,70.0,3.0,4564.0,3350000.0,2022-02-21,0.0,47857.0,Lägenhet,,0
Träringen 41,Göteborgs kommun,Björkekärr,53.5,2.0,3649.0,2600000.0,2022-02-21,,48598.0,Lägenhet,,0
Molnvädersgatan 6,Göteborgs kommun,Biskopsgården,54.5,2.0,3561.0,1455000.0,2022-02-21,16.0,26697.0,Lägenhet,,0
Bergums prästgårdsväg 23,Göteborgs kommun,Olofstorp,107.0,6.0,,4470000.0,2022-02-21,5.0,41776.0,Villa,100.0,0
Femkampsgatan 1B,Göteborgs kommun,Lunden,37.0,1.0,2951.0,2220000.0,2022-02-21,,60000.0,Lägenhet,,0
Hovås rönnbärsgång 2,Göteborgs kommun,Lyckhem,120.0,4.0,,6950000.0,2022-02-21,5.0,57917.0,Radhus,0.0,0
Lövskogsgatan 11 C,Göteborgs kommun,Norra Guldheden,34.5,1.0,2324.0,2750000.0,2022-02-21,10.0,79710.0,Lägenhet,,0
Lokattsbacken 84,Göteborgs kommun,Långedrag - Lokattsbacken,27.0,1.0,1912.0,2250000.0,2022-02-21,,83333.0,Lägenhet,,0
Norra Ligården 35,Göteborgs kommun,Hisings Kärra,133.0,4.0,,4100000.0,2022-02-21,,30827.0,Radhus,0.0,0
Torshällsvägen 3,Göteborgs kommun,Torslanda - Hällsvik,126.0,5.0,,8250000.0,2022-02-21,0.0,65476.0,Villa,5.0,0
Teatergatan 17,Göteborgs kommun,Lorensberg - Vasastaden,68.0,2.0,2138.0,5500000.0,2022-02-21,16.0,80882.0,Lägenhet,,0
Mungårdsgatan 14,Göteborgs kommun,Fiskebäck - Björnekulla,135.0,4.0,,6550000.0,2022-02-21,,48519.0,Radhus,0.0,0
Toleredsgatan 18C,Göteborgs kommun,Hisingen,64.0,3.0,5142.0,2350000.0,2022-02-21,7.0,36719.0,Lägenhet,,0
Färgspelsgatan 62,Göteborgs kommun,Västra Frölunda,158.0,6.0,,6850000.0,2022-02-20,-1.0,43354.0,Radhus,0.0,0
Litteraturgatan 216,Göteborgs kommun,Hisings Backa,56.0,2.0,3556.0,2500000.0,2022-02-20,0.0,44643.0,Lägenhet,,0
Nordhemsgatan 19B,Göteborgs kommun,Linnéstaden,62.0,2.0,3620.0,4950000.0,2022-02-20,15.0,79839.0,Lägenhet,,0
Västerslänt 102,Göteborgs kommun,Hammarkullen,162.0,5.0,,3167000.0,2022-02-19,6.0,19549.0,Radhus,0.0,0
Östra Eriksbergsgatan 73,Göteborgs kommun,Eriksberg,61.8,2.0,3208.0,3310000.0,2022-02-19,4.0,53560.0,Lägenhet,,0
Skogsbacken 5B,Göteborgs kommun,Hisings Kärra,6.0,6.0,,6105000.0,2022-02-19,5.0,1017500.0,Villa,0.0,0
Basungatan 24,Göteborgs kommun,Kaverös,54.0,2.0,3345.0,2300000.0,2022-02-19,5.0,42593.0,Lägenhet,,0
Gyllenkrooksgatan 7,Göteborgs kommun,Johanneberg,78.0,2.0,4490.0,4950000.0,2022-02-19,13.0,63462.0,Lägenhet,,0
Rubingatan 29,Göteborgs kommun,Tynnered,36.5,1.0,2243.0,1450000.0,2022-02-19,0.0,39726.0,Lägenhet,,0
Befälsgatan 4,Göteborgs kommun,Kviberg,57.0,2.0,2643.0,2100000.0,2022-02-19,6.0,36842.0,Lägenhet,,0
Verktumsgatan 10,Göteborgs kommun,Flatås,35.0,1.0,2026.0,1700000.0,2022-02-19,10.0,48571.0,Lägenhet,,0
Dyrstensvägen 42,Göteborgs kommun,Önnered,77.0,2.5,4081.0,5200000.0,2022-02-19,16.0,67532.0,Lägenhet,,0
Distansgatan 27,Göteborgs kommun,Flatås,58.0,2.0,3205.0,2410000.0,2022-02-19,10.0,41552.0,Lägenhet,,0
Olivedalsgatan 7A,Göteborgs kommun,Linnéstaden,55.5,2.0,3706.0,4100000.0,2022-02-19,,73874.0,Lägenhet,,0
Olof Skötkonungsgatan 40,Göteborgs kommun,Örgryte,244.0,12.0,,14200000.0,2022-02-19,5.0,58197.0,Villa,38.0,0
Seglaregatan 10,Göteborgs kommun,Majorna,53.3,2.0,3702.0,2375000.0,2022-02-18,3.0,44559.0,Lägenhet,,0
Solängsvägen 29,Göteborgs kommun,Torslanda - Centralt,128.0,4.0,,5820000.0,2022-02-18,,45469.0,Radhus,19.0,0
Toleredsgatan 19,Göteborgs kommun,Slättadamm- C  Hisingen,54.5,2.0,4214.0,1850000.0,2022-02-18,0.0,33945.0,Lägenhet,,0
Gitarrgatan 1,Göteborgs kommun,Ruddalen,55.5,2.0,4173.0,1800000.0,2022-02-18,20.0,32432.0,Lägenhet,,0
Krabbelyckan 3,Göteborgs kommun,Krabbeliderna,218.0,8.0,,9000000.0,2022-02-18,,41284.0,Villa,40.0,0
Lilla Kärralundsgatan 15A,Göteborgs kommun,Lunden - Kärralund,77.5,3.5,4141.0,5000000.0,2022-02-18,1.0,64516.0,Lägenhet,,0
Snäckskalsvägen 36,Göteborgs kommun,Centrala Hisingen - Kärrdalen,99.0,7.0,,6110000.0,2022-02-18,11.0,61717.0,Villa,80.0,0
Skäpplandsgatan 15,Göteborgs kommun,Högsbo,43.0,1.0,2645.0,1900000.0,2022-02-18,1.0,44186.0,Lägenhet,,0
Friggagatan 3C,Göteborgs kommun,Stampen,96.9,4.0,4794.0,5475000.0,2022-02-18,12.0,56502.0,Lägenhet,,0
Doktor Allards Gata 14,Göteborgs kommun,Guldheden,72.5,3.0,3805.0,5700000.0,2022-02-18,18.0,78621.0,Lägenhet,,0
Basungatan 38,Göteborgs kommun,Ruddalen,58.0,2.0,3546.0,2420000.0,2022-02-18,16.0,41724.0,Lägenhet,,0
Sägengatan 67,Göteborgs kommun,Hisings Backa,66.2,2.0,4684.0,1670000.0,2022-02-18,12.0,25227.0,Lägenhet,,0
Mintensgatan 5B,Göteborgs kommun,Lunden,64.0,3.0,3156.0,4000000.0,2022-02-18,,62500.0,Lägenhet,,0
Grafiska vägen 4A,Göteborgs kommun,Johanneberg - Almedal,33.0,1.0,2088.0,2200000.0,2022-02-18,,66667.0,Lägenhet,,0
Önskevädersgatan 17,Göteborgs kommun,Biskopsgården,42.5,1.0,2837.0,1170000.0,2022-02-18,2.0,27529.0,Lägenhet,,0
Ernst torulfsgatan 6A,Göteborgs kommun,Munkebäck,38.0,1.5,2681.0,2300000.0,2022-02-18,,60526.0,Lägenhet,,0
Ejdergatan 2E,Göteborgs kommun,Bagaregården,32.0,1.0,2376.0,1990000.0,2022-02-18,3.0,62188.0,Lägenhet,,0
Helenebergsgatan 2C,Göteborgs kommun,Johanneberg,49.5,2.0,3572.0,3200000.0,2022-02-18,15.0,64646.0,Lägenhet,,0
Björkstigen 10,Göteborgs kommun,Torslanda - Lilleby,95.0,6.0,,7950000.0,2022-02-18,0.0,83684.0,Villa,69.0,0
Monsungatan 98,Göteborgs kommun,Eriksberg,118.0,4.0,4656.0,9000000.0,2022-02-18,6.0,76271.0,Lägenhet,,0
Eddabacken 13,Göteborgs kommun,Krabbeliderna,100.0,5.0,,6050000.0,2022-02-18,34.0,60500.0,Radhus,28.0,0
Virvelvindsgatan 24,Göteborgs kommun,Centrala Hisingen,70.5,3.0,4666.0,2200000.0,2022-02-18,,31206.0,Lägenhet,,0
Hallegatan 13,Göteborgs kommun,Centrala Hisingen,35.5,1.5,3036.0,1975000.0,2022-02-18,10.0,55634.0,Lägenhet,,0
Fredriksdalsgatan 8A,Göteborgs kommun,Johanneberg - Almedal,55.2,2.0,3430.0,2500000.0,2022-02-18,0.0,45290.0,Lägenhet,,0
Övre Hallegatan 28,Göteborgs kommun,Göteborg,94.4,4.0,6281.0,3620000.0,2022-02-18,,38347.0,Lägenhet,,0
Bohusgatan 18,Göteborgs kommun,Centrum - Heden,44.5,2.0,2887.0,3375000.0,2022-02-18,13.0,75843.0,Lägenhet,,0
Lilla Marconigatan 3,Göteborgs kommun,Frölunda,54.0,2.0,3002.0,2600000.0,2022-02-18,4.0,48148.0,Lägenhet,,0
Persgatan 2B,Göteborgs kommun,Lunden,34.0,1.0,2418.0,2150000.0,2022-02-18,3.0,63235.0,Lägenhet,,0
Transistorgatan 15,Göteborgs kommun,Järnbrott,80.0,3.0,3385.0,3850000.0,2022-02-18,,48125.0,Lägenhet,,0
Myntgatan 10B,Göteborgs kommun,Centrala Hisingen,51.0,2.0,4188.0,2090000.0,2022-02-17,10.0,40980.0,Lägenhet,,0
Kockhedsvägen 14,Göteborgs kommun,Rödbo,150.0,7.0,,5850000.0,2022-02-17,-2.0,39000.0,Villa,0.0,0
Doktor Bex gata 3C,Göteborgs kommun,Södra Guldheden,61.0,3.0,3791.0,4200000.0,2022-02-17,24.0,68852.0,Lägenhet,,0
Övralidsgatan 13,Göteborgs kommun,Hisings Backa,38.0,1.0,2568.0,1400000.0,2022-02-17,-3.0,36842.0,Lägenhet,,0
Kärrdalsvägen 23,Göteborgs kommun,Kärrdalen,159.5,5.0,,7500000.0,2022-02-17,25.0,47022.0,Villa,95.0,0
Toleredsgatan 26a,Göteborgs kommun,"Centrala Hisingen, Tolered",56.5,2.0,4382.0,1970000.0,2022-02-17,1.0,34867.0,Lägenhet,,0
Bangatan 56,Göteborgs kommun,Majorna,41.0,1.0,2460.0,2850000.0,2022-02-17,21.0,69512.0,Lägenhet,,0
"Masthuggstorget 5, Vån 5 / 6",Göteborgs kommun,Linné,58.0,2.5,3645.0,3650000.0,2022-02-17,24.0,62931.0,Lägenhet,,0
Bäckebolsängen 3,Göteborgs kommun,Hisings Backa,68.5,2.0,5062.0,1500000.0,2022-02-17,8.0,21898.0,Lägenhet,,0
Kapplandsgatan 106B,Göteborgs kommun,Högsbo,52.5,2.0,3033.0,2550000.0,2022-02-17,9.0,48571.0,Lägenhet,,0
Turkosgatan 29,Göteborgs kommun,Tynnered,99.0,4.0,5829.0,2900000.0,2022-02-17,8.0,29293.0,Lägenhet,,0
Björcksgatan 36B,Göteborgs kommun,Kålltorp,66.0,2.0,4092.0,3680000.0,2022-02-17,16.0,55758.0,Lägenhet,,0
Norra Skeppspromenaden 11,Göteborgs kommun,Eriksberg,85.9,3.0,5413.0,4600000.0,2022-02-17,,53551.0,Lägenhet,,0
Jägaregatan 1B,Göteborgs kommun,Centrala Hisingen,54.0,2.0,3730.0,1785000.0,2022-02-17,2.0,33056.0,Lägenhet,,0
Sägengatan 38,Göteborgs kommun,Hisings Backa,81.9,3.0,5620.0,2000000.0,2022-02-17,6.0,24420.0,Lägenhet,,0
Ebbe Lieberathsgatan 16A,Göteborgs kommun,Johanneberg - Almedal,53.5,2.0,3024.0,3200000.0,2022-02-17,8.0,59813.0,Lägenhet,,0
Södra vägen 6B,Göteborgs kommun,Lorensberg,61.0,2.0,2610.0,4250000.0,2022-02-17,2.0,69672.0,Lägenhet,,0
Ryttaregatan 8E,Göteborgs kommun,Gamlestaden,41.0,1.0,2845.0,1900000.0,2022-02-17,6.0,46341.0,Lägenhet,,0
Gatugårdsvägen 11G,Göteborgs kommun,Torslanda - Centralt,124.0,5.0,,5600000.0,2022-02-17,,45161.0,Radhus,0.0,0
Kvadrantgatan 48,Göteborgs kommun,Bergsjön,81.2,3.0,6419.0,1300000.0,2022-02-17,2.0,16010.0,Lägenhet,,0
Klåva Gårdsväg 5,Göteborgs kommun,Hovås,67.0,2.5,3434.0,4050000.0,2022-02-17,,60448.0,Lägenhet,,0
Andra Långgatan 4A,Göteborgs kommun,Linnéstaden,108.0,2.5,5745.0,5600000.0,2022-02-17,2.0,51852.0,Lägenhet,,0
Västergatan 4B,Göteborgs kommun,Annedal/ Vasastaden,79.0,3.0,4291.0,5270000.0,2022-02-17,6.0,66709.0,Lägenhet,,0
Kastellgatan 8B,Göteborgs kommun,Linnéstaden,69.0,2.0,3090.0,5620000.0,2022-02-17,17.0,81449.0,Lägenhet,,0
Kaggeledsgatan 38D,Göteborgs kommun,Munkebäck,71.8,3.0,4497.0,3650000.0,2022-02-17,6.0,50836.0,Lägenhet,,0
Övralidsgatan 9,Göteborgs kommun,Hisings Backa,38.5,1.0,2858.0,1500000.0,2022-02-17,0.0,38961.0,Lägenhet,,0
Virvelvindsgatan 28,Göteborgs kommun,Centrala Hisingen,70.5,3.0,4246.0,2550000.0,2022-02-17,2.0,36170.0,Lägenhet,,0
Skogsrydsgatan 23B,Göteborgs kommun,Älvsborg,44.0,1.0,2535.0,2600000.0,2022-02-17,,59091.0,Lägenhet,,0
Handelsmyntet 18,Göteborgs kommun,Högsbo,35.0,1.0,2034.0,2365000.0,2022-02-17,13.0,67571.0,Lägenhet,,0
Silvermyntsgatan 3,Göteborgs kommun,Högsbo,67.0,3.0,5078.0,3085000.0,2022-02-17,7.0,46045.0,Lägenhet,,0
Lövskogsgatan 19,Göteborgs kommun,Guldheden,56.5,2.0,3401.0,4200000.0,2022-02-17,27.0,74336.0,Lägenhet,,0
Hisingsgatan 10,Göteborgs kommun,Centrala Hisingen,49.0,2.0,3353.0,2650000.0,2022-02-17,6.0,54082.0,Lägenhet,,0
Sergelsgatan 4F,Göteborgs kommun,Lunden,37.0,1.0,2706.0,2450000.0,2022-02-17,18.0,66216.0,Lägenhet,,0
Vingagatan 4 B,Göteborgs kommun,Majorna,62.0,2.0,3834.0,3800000.0,2022-02-17,-1.0,61290.0,Lägenhet,,0
Jakobigatan 5,Göteborgs kommun,Örgryte,136.0,7.0,,10100000.0,2022-02-16,3.0,74265.0,Radhus,26.0,0
Gundla Mosse 28,Göteborgs kommun,Örgryte,149.0,6.0,,9000000.0,2022-02-16,,60403.0,Villa,0.0,0
Svarvstensvägen 55,Göteborgs kommun,Hisings Kärra,96.0,4.0,6058.0,4450000.0,2022-02-16,,46354.0,Villa,0.0,0
Stabbegatan 97,Göteborgs kommun,Björkekärr,30.0,1.0,2479.0,1950000.0,2022-02-16,,65000.0,Lägenhet,,0
Astris gata 86,Göteborgs kommun,Eriksberg,42.0,1.5,2567.0,2450000.0,2022-02-16,2.0,58333.0,Lägenhet,,0
Kobergsgatan 7,Göteborgs kommun,Strömmensberg,68.0,3.0,3680.0,3650000.0,2022-02-16,,53676.0,Lägenhet,,0
Ånäsvägen 10A,Göteborgs kommun,Bagaregården,50.5,2.0,4248.0,2950000.0,2022-02-16,,58416.0,Lägenhet,,0
Sannegårdsgatan 22,Göteborgs kommun,Sannegården,91.0,3.0,4372.0,5400000.0,2022-02-16,,59341.0,Lägenhet,,0
Ostindiefararen 67,Göteborgs kommun,Eriksberg,78.0,3.0,1929.0,4700000.0,2022-02-16,-2.0,60256.0,Lägenhet,,0
Önskevädersgatan 31,Göteborgs kommun,Biskopsgården,75.0,3.0,4619.0,1560000.0,2022-02-16,4.0,20800.0,Lägenhet,,0
Såggatan 35H,Göteborgs kommun,Majorna,43.0,2.0,2924.0,3000000.0,2022-02-16,20.0,69767.0,Lägenhet,,0
Virginsgatan 28B,Göteborgs kommun,Kålltorp,81.0,3.0,4238.0,4800000.0,2022-02-16,,59259.0,Lägenhet,,0
Solventilsgatan 1,Göteborgs kommun,Centrala Hisingen Nya Kvillebäcken,56.0,2.0,3156.0,3175000.0,2022-02-16,0.0,56696.0,Lägenhet,,0
Brunnehagen 30,Göteborgs kommun,Tuve,80.0,3.0,5135.0,2500000.0,2022-02-16,10.0,31250.0,Lägenhet,,0
Kaggeledsgatan 38C,Göteborgs kommun,Munkebäck,84.0,3.0,5158.0,4050000.0,2022-02-16,,48214.0,Lägenhet,,0
Solhagagatan 62,Göteborgs kommun,Hisings Kärra,76.0,3.0,5518.0,1900000.0,2022-02-16,-5.0,25000.0,Lägenhet,,0
Ebbe Lieberathsgatan 16B,Göteborgs kommun,Göteborg,30.5,1.0,1923.0,2350000.0,2022-02-16,7.0,77049.0,Lägenhet,,0
Golvläggaregatan 4D,Göteborgs kommun,Johanneberg,53.5,2.0,3339.0,3200000.0,2022-02-16,,59813.0,Lägenhet,,0
Övre Husargatan 9,Göteborgs kommun,Linné,58.5,2.0,3446.0,3860000.0,2022-02-16,14.0,65983.0,Lägenhet,,0
Saxofongatan 3,Göteborgs kommun,Ruddalen,57.0,2.0,3862.0,1800000.0,2022-02-16,,31579.0,Lägenhet,,0
Övre Olskroksgatan 30,Göteborgs kommun,Bagaregården,55.0,2.5,3230.0,3150000.0,2022-02-16,,57273.0,Lägenhet,,0
Famngatan 30,Göteborgs kommun,Högsbo,70.0,3.0,4564.0,3240000.0,2022-02-16,0.0,46286.0,Lägenhet,,0
Tredje Långgatan 39,Göteborgs kommun,Linnéstaden,41.0,1.5,2137.0,2850000.0,2022-02-16,25.0,69512.0,Lägenhet,,0
Fjällvindsgatan 4,Göteborgs kommun,Centrala Hisingen,80.0,4.0,5400.0,2900000.0,2022-02-16,,36250.0,Lägenhet,,0
Befälsgatan 6,Göteborgs kommun,Kviberg,53.0,2.0,2490.0,2120000.0,2022-02-16,7.0,40000.0,Lägenhet,,0
Hedåsgatan 4A,Göteborgs kommun,Lorensberg,71.0,2.0,2261.0,4750000.0,2022-02-16,6.0,66901.0,Lägenhet,,0
Nordhemsgatan 68A,Göteborgs kommun,Linnéstaden,105.0,3.5,5929.0,7830000.0,2022-02-16,19.0,74571.0,Lägenhet,,0
Teatergatan 17,Göteborgs kommun,Lorensberg - Vasastaden,33.0,1.5,1108.0,3180000.0,2022-02-16,,96364.0,Lägenhet,,0
Övre Hallegatan 54,Göteborgs kommun,Centrala Hisingen,61.0,2.0,3945.0,2400000.0,2022-02-16,9.0,39344.0,Lägenhet,,0
Thorburnsgatan 2B,Göteborgs kommun,Johanneberg - Almedal,51.0,2.0,3040.0,2590000.0,2022-02-16,0.0,50784.0,Lägenhet,,0
Blåsutgatan 6,Göteborgs kommun,Majorna,82.0,3.0,5681.0,5100000.0,2022-02-16,,62195.0,Lägenhet,,0
Falkgatan 14D,Göteborgs kommun,Bagaregården,63.0,2.5,3743.0,3975000.0,2022-02-16,2.0,63095.0,Lägenhet,,0
Amiralitetsgatan 11A,Göteborgs kommun,Majorna,53.0,2.0,3054.0,3700000.0,2022-02-16,17.0,69811.0,Lägenhet,,0
Vaktmästaregången 12,Göteborgs kommun,Masthugget,37.0,1.0,2270.0,2345000.0,2022-02-16,3.0,63378.0,Lägenhet,,0
Grundsundsvägen 20A,Göteborgs kommun,Torslanda - Hjuvik,,,,9250000.0,2022-02-16,-8.0,,Tomt,0.0,0
Hjuviks bryggväg 15,Göteborgs kommun,Torslanda - Hjuvik,185.0,7.0,,12500000.0,2022-02-16,,67568.0,Villa,0.0,0
Såggatan 20E,Göteborgs kommun,Majorna,109.0,5.0,6136.0,6000000.0,2022-02-16,0.0,55046.0,Lägenhet,,0
Lergöksgatan 17,Göteborgs kommun,Grimmered,57.0,2.0,4044.0,2500000.0,2022-02-16,9.0,43860.0,Lägenhet,,0
Ebbe Lieberathsgatan 14C,Göteborgs kommun,Johanneberg - Almedal,35.0,1.0,2281.0,2500000.0,2022-02-16,,71429.0,Lägenhet,,0
Fjällgatan 3 C,Göteborgs kommun,Gamla Masthugget,46.1,2.0,3237.0,3725000.0,2022-02-16,26.0,80803.0,Lägenhet,,0
Björcksgatan 56 B,Göteborgs kommun,Kålltorp,77.0,3.0,4321.0,4760000.0,2022-02-16,16.0,61818.0,Lägenhet,,0
Fridkullagatan 18 E,Göteborgs kommun,Johanneberg,55.0,2.0,3489.0,3100000.0,2022-02-16,5.0,56364.0,Lägenhet,,0
Bagaregårdsgatan 9 A,Göteborgs kommun,Bagaregården,36.0,2.0,1993.0,2645000.0,2022-02-16,15.0,73472.0,Lägenhet,,0
Paradisgatan 23 B,Göteborgs kommun,Gamla Masthugget,63.0,2.0,3636.0,4300000.0,2022-02-16,15.0,68254.0,Lägenhet,,0
Hönekullegatan 24,Göteborgs kommun,Fiskebäck,130.0,5.0,,9510000.0,2022-02-16,6.0,73154.0,Villa,17.0,0
Lobeliagången 11,Göteborgs kommun,Fräntorp,70.0,5.0,,4350000.0,2022-02-16,2.0,62143.0,Radhus,35.0,0
Teleskopgatan 12,Göteborgs kommun,Bergsjön,97.0,4.0,5792.0,1850000.0,2022-02-15,4.0,19072.0,Lägenhet,,0
Anna Branzells Gata 16,Göteborgs kommun,Kviberg,55.0,2.0,2957.0,2850000.0,2022-02-15,10.0,51818.0,Lägenhet,,0
