address,city,sqr_meter,nr_rooms,rent_month,final_price,sold_date,price_increase,price_sqr_m,housing_type,other_srq,land_area,latitude,longitude,post_code,region
Bäckegatan 20,Göteborgs kommun,77.0,3.0,4509.0,5200000.0,2022-03-28,,67532.0,Lägenhet,,0,57.6949426,11.9398747, 413 16,Masthugget
Bangatan 56,Göteborgs kommun,76.3,3.0,3887.0,4500000.0,2022-03-25,0.0,58978.0,Lägenhet,,0,57.6932655,11.936899, 414 64,Masthugget
Bangatan 56,Göteborgs kommun,41.0,1.5,2460.0,2850000.0,2022-03-23,,69512.0,Lägenhet,,0,57.6932655,11.936899, 414 64,Masthugget
Bangatan 56,Göteborgs kommun,41.0,1.0,2460.0,2850000.0,2022-02-17,21.0,69512.0,Lägenhet,,0,57.6932655,11.936899, 414 64,Masthugget
Klostergången 13,Göteborgs kommun,40.5,1.5,2438.0,2800000.0,2022-03-25,14.0,69136.0,Lägenhet,,0,57.6962323,11.9408844, 413 16,Masthugget
Andra långgatan 32,Göteborgs kommun,54.0,2.0,2766.0,3150000.0,2022-03-25,6.0,58333.0,Lägenhet,,0,57.6986613,11.944659, 413 27,Masthugget
Nordostpassagen 29,Göteborgs kommun,78.0,3.0,3276.0,3620000.0,2022-03-24,1.0,46410.0,Lägenhet,,0,57.6955352,11.9466338, 413 11,Masthugget
Klamparegatan 3,Göteborgs kommun,52.5,2.0,2859.0,3100000.0,2022-03-24,9.0,59048.0,Lägenhet,,0,57.6972016,11.9445896, 413 17,Masthugget
Paradisgatan 27Q,Göteborgs kommun,41.0,2.0,2815.0,3160000.0,2022-03-24,13.0,77073.0,Lägenhet,,0,57.6934298,11.9408442, 413 16,Masthugget
Fjällgatan 9,Göteborgs kommun,35.5,1.0,2590.0,3000000.0,2022-03-24,0.0,84507.0,Lägenhet,,0,57.6964471,11.9434457, 413 17,Masthugget
Andra Långgatan 8B,Göteborgs kommun,80.0,3.0,4281.0,6100000.0,2022-03-23,12.0,76250.0,Lägenhet,,0,57.6984834,11.9419437, 413 27,Masthugget
Andra Långgatan 8C,Göteborgs kommun,52.0,2.0,2939.0,3900000.0,2022-03-10,4.0,75000.0,Lägenhet,,0,57.6984834,11.9419437, 413 27,Masthugget
Andra långgatan 8B,Göteborgs kommun,71.0,3.0,3706.0,5100000.0,2022-02-09,16.0,71831.0,Lägenhet,,0,57.6984834,11.9419437, 413 27,Masthugget
Repslagaregatan 3A,Göteborgs kommun,67.5,2.0,3303.0,2990000.0,2022-03-23,0.0,44296.0,Lägenhet,,0,57.6960352,11.9381112, 413 16,Masthugget
Värmlandsgatan 21,Göteborgs kommun,61.1,2.0,3238.0,3800000.0,2022-03-23,12.0,62193.0,Lägenhet,,0,57.6980348,11.9466461, 402 41,Masthugget
Eldaregatan 2A,Göteborgs kommun,39.0,1.0,3009.0,2650000.0,2022-03-18,8.0,67949.0,Lägenhet,,0,57.6948726,11.9446169, 413 17,Masthugget
Älghagsgatan 3A,Göteborgs kommun,56.7,3.0,3573.0,4550000.0,2022-03-17,14.0,80247.0,Lägenhet,,0,57.6931022,11.938466, 413 16,Masthugget
Vattugatan 2D,Göteborgs kommun,35.0,1.0,1927.0,3110000.0,2022-03-16,32.0,88857.0,Lägenhet,,0,57.6953621,11.9409976, 413 16,Masthugget
Fjärde Långgatan 20,Göteborgs kommun,72.5,3.0,3730.0,6800000.0,2022-03-15,14.0,93793.0,Lägenhet,,0,57.6975256,11.9458333, 413 27,Masthugget
Fjärde Långgatan 20,Göteborgs kommun,80.0,3.0,3983.0,5000000.0,2022-03-01,,62500.0,Lägenhet,,0,57.6975256,11.9458333, 413 27,Masthugget
Nordostpassagen 55,Göteborgs kommun,30.0,1.0,1918.0,2415000.0,2022-03-11,12.0,80500.0,Lägenhet,,0,57.6929244,11.9472793, 413 11,Masthugget
Masthuggstorget 5,Göteborgs kommun,42.2,1.0,2800.0,2640000.0,2022-03-11,4.0,62559.0,Lägenhet,,0,57.6991064,11.942509, 413 27,Masthugget
Masthuggstorget 5,Göteborgs kommun,58.0,2.5,3645.0,3650000.0,2022-02-17,24.0,62931.0,Lägenhet,,0,57.6991064,11.942509, 413 27,Masthugget
Masthuggsterrassen 8G,Göteborgs kommun,31.0,1.0,2113.0,2200000.0,2022-03-11,5.0,70968.0,Lägenhet,,0,57.6984667,11.941418, 413 17,Masthugget
Masthuggsterrassen 7D,Göteborgs kommun,69.0,2.0,3955.0,4900000.0,2022-03-01,3.0,71014.0,Lägenhet,,0,57.6984667,11.941418, 413 17,Masthugget
Masthuggsterrassen 12D,Göteborgs kommun,30.0,1.0,2025.0,2250000.0,2022-03-01,7.0,75000.0,Lägenhet,,0,57.6984667,11.941418, 413 17,Masthugget
Fjällgatan 3B,Göteborgs kommun,43.0,2.0,3026.0,3550000.0,2022-03-11,20.0,82558.0,Lägenhet,,0,57.6967054,11.9440204, 413 17,Masthugget
Repslagaregatan 3B,Göteborgs kommun,88.0,3.0,3754.0,5500000.0,2022-03-09,,62500.0,Lägenhet,,0,57.6960657,11.9378462, 413 16,Masthugget
Klamparegatan 17,Göteborgs kommun,39.0,2.0,2140.0,2500000.0,2022-03-08,2.0,64103.0,Lägenhet,,0,57.6973564,11.9432795, 413 17,Masthugget
Bockhornsgatan 7A,Göteborgs kommun,33.4,1.0,2353.0,2700000.0,2022-03-06,,80838.0,Lägenhet,,0,57.6928817,11.9394022, 413 16,Masthugget
Nordostpassagen 58,Göteborgs kommun,60.0,2.0,3819.0,3350000.0,2022-03-01,12.0,55833.0,Lägenhet,,0,57.6910314,11.9477299, 413 11,Masthugget
Älghagsgatan 2C,Göteborgs kommun,26.0,3.0,3910.0,4500000.0,2022-02-28,10.0,93750.0,Lägenhet,,0,57.6931799,11.9389682, 413 16,Masthugget
Vattugatan 6B,Göteborgs kommun,47.0,2.5,2759.0,3270000.0,2022-02-25,10.0,69574.0,Lägenhet,,0,57.6949306,11.9409404, 413 16,Masthugget
Paradisgatan 27,Göteborgs kommun,44.0,2.0,3121.0,3200000.0,2022-02-24,19.0,72727.0,Lägenhet,,0,57.6932474,11.9408866, 413 16,Masthugget
Kompassgatan 13A,Göteborgs kommun,40.0,2.0,2634.0,3400000.0,2022-02-24,17.0,85000.0,Lägenhet,,0,57.694011,11.9405891, 413 16,Masthugget
Fjärde Långgatan 18,Göteborgs kommun,86.0,3.0,4390.0,8010000.0,2022-02-23,19.0,93140.0,Lägenhet,,0,57.697531,11.9459402, 413 27,Masthugget
Vaktmästaregången 12,Göteborgs kommun,37.0,1.0,2270.0,2345000.0,2022-02-16,3.0,63378.0,Lägenhet,,0,57.6958024,11.9387013, 413 16,Masthugget
Fjällgatan 3C,Göteborgs kommun,46.1,2.0,3237.0,3725000.0,2022-02-16,26.0,80803.0,Lägenhet,,0,57.6967467,11.9442163, 413 17,Masthugget
Paradisgatan 23B,Göteborgs kommun,63.0,2.0,3636.0,4300000.0,2022-02-16,15.0,68254.0,Lägenhet,,0,57.6947516,11.941647, 413 16,Masthugget
Vaktmästaregången 7,Göteborgs kommun,24.5,1.0,1751.0,2300000.0,2022-02-12,24.0,93878.0,Lägenhet,,0,57.6960613,11.9404939, 413 16,Masthugget
Fjällgatan 3J,Göteborgs kommun,40.0,2.0,2777.0,3100000.0,2022-02-10,11.0,77500.0,Lägenhet,,0,57.696489,11.9445608, 413 17,Masthugget
Paradisgatan 20,Göteborgs kommun,74.5,2.0,4116.0,3750000.0,2022-02-09,8.0,50336.0,Lägenhet,,0,57.6946311,11.9421154, 413 16,Masthugget
Sjömansgatan 3,Göteborgs kommun,80.9,3.0,4509.0,4930000.0,2022-02-09,20.0,60939.0,Lägenhet,,0,57.6954898,11.9430345, 413 17,Masthugget
Andra långgatan 30,Göteborgs kommun,78.0,3.0,3438.0,4950000.0,2022-02-03,16.0,63462.0,Lägenhet,,0,57.69877,11.9454097, 413 27,Masthugget
Älghagsgatan 3F,Göteborgs kommun,37.9,2.0,2606.0,3200000.0,2022-02-03,0.0,84433.0,Lägenhet,,0,57.6927052,11.9384406, 413 16,Masthugget
Mattssonsliden 16,Göteborgs kommun,45.5,2.0,2411.0,3000000.0,2022-05-06,0.0,65934.0,Lägenhet,,0,57.6980004,11.9415126, 413 17,Masthugget
Bockhornsgatan 7B,Göteborgs kommun,35.0,1.0,2353.0,2600000.0,2022-05-05,18.0,74286.0,Lägenhet,,0,57.6927977,11.9393877, 413 16,Masthugget
Monsungatan 108,Göteborgs kommun,54.0,2.0,2547.0,4200000.0,2022-05-05,5.0,77778.0,Lägenhet,,0,57.6954702,11.9058847, 417 68,Eriksberg
Monsungatan 77,Göteborgs kommun,62.0,2.0,3482.0,5200000.0,2022-05-05,8.0,83871.0,Lägenhet,,0,57.6960545,11.9063516, 417 68,Eriksberg
Monsungatan 77,Göteborgs kommun,65.0,3.0,3360.0,5600000.0,2022-03-25,12.0,86154.0,Lägenhet,,0,57.6960545,11.9063516, 417 68,Eriksberg
Monsungatan 77,Göteborgs kommun,47.0,2.0,2917.0,3450000.0,2022-03-23,-1.0,73404.0,Lägenhet,,0,57.6960545,11.9063516, 417 68,Eriksberg
Monsungatan 92A,Göteborgs kommun,79.0,3.0,2731.0,6800000.0,2022-05-03,8.0,86076.0,Lägenhet,,0,57.6963065,11.9077004, 417 66,Eriksberg
Monsungatan 92A,Göteborgs kommun,88.0,4.0,3652.0,6960000.0,2022-02-09,7.0,79091.0,Lägenhet,,0,57.6963065,11.9077004, 417 66,Eriksberg
Astris Gata 68,Göteborgs kommun,61.0,2.5,3162.0,3150000.0,2022-05-03,2.0,51639.0,Lägenhet,,0,57.6993715,11.904333, 417 67,Eriksberg
Sörhallspromenaden 19,Göteborgs kommun,165.0,6.0,,11400000.0,2022-05-02,17.0,69091.0,Villa,0.0,0,57.7047838,11.9203021, 417 63,Eriksberg
Monsungatan 82,Göteborgs kommun,79.0,3.0,4563.0,6520000.0,2022-04-29,9.0,82532.0,Lägenhet,,0,57.6984746,11.9084647, 417 66,Eriksberg
Monsungatan 42,Göteborgs kommun,43.0,3.0,4389.0,7250000.0,2022-04-07,5.0,83815.0,Lägenhet,,0,57.6984746,11.9084647, 417 66,Eriksberg
Monsungatan 51,Göteborgs kommun,76.5,3.0,3775.0,5670000.0,2022-03-11,3.0,74118.0,Lägenhet,,0,57.6984746,11.9084647, 417 66,Eriksberg
Monsungatan 46,Göteborgs kommun,72.5,3.0,3714.0,4850000.0,2022-03-09,,66897.0,Lägenhet,,0,57.6984746,11.9084647, 417 66,Eriksberg
Monsungatan 80,Göteborgs kommun,85.0,3.0,4775.0,5800000.0,2022-03-09,5.0,68235.0,Lägenhet,,0,57.6984746,11.9084647, 417 66,Eriksberg
Monsungatan 46,Göteborgs kommun,72.5,3.0,3714.0,4670000.0,2022-03-08,6.0,64414.0,Lägenhet,,0,57.6984746,11.9084647, 417 66,Eriksberg
Monsungatan 28,Göteborgs kommun,76.0,3.0,4229.0,5535000.0,2022-03-08,12.0,72829.0,Lägenhet,,0,57.6984746,11.9084647, 417 66,Eriksberg
Monsungatan 34,Göteborgs kommun,37.0,1.0,1746.0,2740000.0,2022-02-27,0.0,74054.0,Lägenhet,,0,57.6984746,11.9084647, 417 66,Eriksberg
Monsungatan 28,Göteborgs kommun,95.0,4.0,4846.0,6530000.0,2022-02-24,9.0,68737.0,Lägenhet,,0,57.6984746,11.9084647, 417 66,Eriksberg
Monsungatan 46,Göteborgs kommun,60.5,2.0,3250.0,3900000.0,2022-02-24,12.0,64463.0,Lägenhet,,0,57.6984746,11.9084647, 417 66,Eriksberg
Östra Eriksbergsgatan 73,Göteborgs kommun,56.9,2.0,2955.0,3090000.0,2022-04-29,0.0,54306.0,Lägenhet,,0,57.7024348,11.9178182, 417 62,Eriksberg
Östra Eriksbergsgatan 73,Göteborgs kommun,56.9,2.0,2955.0,3260000.0,2022-03-07,0.0,57293.0,Lägenhet,,0,57.7024348,11.9178182, 417 62,Eriksberg
Östra Eriksbergsgatan 73,Göteborgs kommun,61.8,2.0,3208.0,3310000.0,2022-02-19,4.0,53560.0,Lägenhet,,0,57.7024348,11.9178182, 417 62,Eriksberg
Styrfarten 2D,Göteborgs kommun,85.0,3.0,2810.0,4700000.0,2022-04-26,12.0,55294.0,Lägenhet,,0,57.7002983,11.9115811, 417 64,Eriksberg
Styrfarten 2A,Göteborgs kommun,59.0,2.0,1951.0,3425000.0,2022-03-29,5.0,58051.0,Lägenhet,,0,57.7002983,11.9115811, 417 64,Eriksberg
Bratteråsbacken 33,Göteborgs kommun,94.0,3.0,4523.0,4950000.0,2022-04-25,5.0,52660.0,Lägenhet,,0,57.7028857,11.9163479, 417 62,Eriksberg
Östra Eriksbergsgatan 84,Göteborgs kommun,31.0,1.0,1259.0,2700000.0,2022-04-24,13.0,87097.0,Lägenhet,,0,57.7029701,11.9174288, 417 62,Eriksberg
Östra Eriksbergsgatan 102,Göteborgs kommun,76.0,3.0,4232.0,5100000.0,2022-04-12,,67105.0,Lägenhet,,0,57.7029701,11.9174288, 417 62,Eriksberg
Östra Eriksbergsgatan 85A,Göteborgs kommun,61.0,1.5,3200.0,3450000.0,2022-04-04,,56557.0,Lägenhet,,0,57.7029701,11.9174288, 417 62,Eriksberg
Östra Eriksbergsgatan 87,Göteborgs kommun,38.0,1.0,1994.0,2450000.0,2022-03-29,,64474.0,Lägenhet,,0,57.7029701,11.9174288, 417 62,Eriksberg
Östra Eriksbergsgatan 87,Göteborgs kommun,38.0,1.0,1994.0,2500000.0,2022-03-25,11.0,65789.0,Lägenhet,,0,57.7029701,11.9174288, 417 62,Eriksberg
Östra Eriksbergsgatan 87,Göteborgs kommun,46.0,1.5,2414.0,3200000.0,2022-03-21,11.0,69565.0,Lägenhet,,0,57.7029701,11.9174288, 417 62,Eriksberg
Bratteråsbacken 35,Göteborgs kommun,43.0,2.0,3189.0,2800000.0,2022-04-22,4.0,65116.0,Lägenhet,,0,57.70258325,11.915994550000002, 417 62,Eriksberg
Bratteråsbacken 35,Göteborgs kommun,99.0,4.0,5425.0,5900000.0,2022-03-11,0.0,59596.0,Lägenhet,,0,57.70258325,11.915994550000002, 417 62,Eriksberg
Sörhallstorget 27,Göteborgs kommun,64.5,2.0,3381.0,3500000.0,2022-04-22,6.0,54264.0,Lägenhet,,0,57.7020669,11.9203879, 417 63,Eriksberg
Monsungatan 71,Göteborgs kommun,60.0,2.0,2842.0,4300000.0,2022-04-21,8.0,71667.0,Lägenhet,,0,57.6962403,11.9067899, 417 68,Eriksberg
Monsungatan 71,Göteborgs kommun,81.0,3.0,3546.0,6500000.0,2022-04-08,12.0,80247.0,Lägenhet,,0,57.6962403,11.9067899, 417 68,Eriksberg
Monsungatan 100,Göteborgs kommun,67.0,2.0,3648.0,4295000.0,2022-04-21,0.0,64104.0,Lägenhet,,0,57.6958116,11.9066076, 417 68,Eriksberg
Barken Beatrices Gata 22,Göteborgs kommun,94.5,3.0,5315.0,5100000.0,2022-04-21,10.0,53968.0,Lägenhet,,0,57.7054917,11.9246479, 417 60,Eriksberg
Ostindiefararen 31,Göteborgs kommun,76.0,3.0,3568.0,5600000.0,2022-04-13,13.0,73684.0,Lägenhet,,0,57.6985431,11.9096551, 417 66,Eriksberg
Ostindiefararen 29,Göteborgs kommun,41.5,1.5,1938.0,3000000.0,2022-04-02,0.0,72289.0,Lägenhet,,0,57.6985431,11.9096551, 417 66,Eriksberg
Ostindiefararen 5,Göteborgs kommun,55.0,2.0,3234.0,3195000.0,2022-03-15,0.0,58091.0,Lägenhet,,0,57.6985431,11.9096551, 417 66,Eriksberg
Ostindiefararen 35,Göteborgs kommun,99.0,3.0,5297.0,7000000.0,2022-03-08,8.0,70707.0,Lägenhet,,0,57.6985431,11.9096551, 417 66,Eriksberg
Ostindiefararen 19,Göteborgs kommun,60.0,2.0,1875.0,3420000.0,2022-02-22,1.0,57000.0,Lägenhet,,0,57.6985431,11.9096551, 417 66,Eriksberg
Ostindiefararen 67,Göteborgs kommun,78.0,3.0,1929.0,4700000.0,2022-02-16,-2.0,60256.0,Lägenhet,,0,57.6985431,11.9096551, 417 66,Eriksberg
Ostindiefararen 13,Göteborgs kommun,76.0,3.0,4082.0,5020000.0,2022-02-14,,66053.0,Lägenhet,,0,57.6985431,11.9096551, 417 66,Eriksberg
Norra Skeppspromenaden 16,Göteborgs kommun,87.0,3.0,5047.0,5000000.0,2022-04-13,,57471.0,Lägenhet,,0,57.7039017,11.9197435, 417 63,Eriksberg
Bratteråsgatan 40,Göteborgs kommun,11.0,3.0,5491.0,8500000.0,2022-04-12,,77982.0,Lägenhet,,0,57.7036654,11.9146426, 417 62,Eriksberg
Bratteråsgatan 40,Göteborgs kommun,77.0,2.0,4441.0,5595000.0,2022-04-04,-2.0,72662.0,Lägenhet,,0,57.7036654,11.9146426, 417 62,Eriksberg
Bratteråsgatan 64,Göteborgs kommun,47.0,1.5,2666.0,3500000.0,2022-04-12,,74468.0,Lägenhet,,0,57.7030281,11.9155425, 417 62,Eriksberg
Bratteråsgatan 64,Göteborgs kommun,47.0,1.5,2634.0,2930000.0,2022-03-17,1.0,62340.0,Lägenhet,,0,57.7030281,11.9155425, 417 62,Eriksberg
Bratteråsgatan 54,Göteborgs kommun,98.0,4.0,4859.0,5910000.0,2022-04-11,14.0,60306.0,Lägenhet,,0,57.7049651,11.9136668, 417 62,Eriksberg
Bratteråsgatan 56,Göteborgs kommun,62.0,2.0,3515.0,3200000.0,2022-04-02,-2.0,51613.0,Lägenhet,,0,57.7049651,11.9136668, 417 62,Eriksberg
Bratteråsgatan 50,Göteborgs kommun,79.0,3.0,3783.0,4600000.0,2022-04-01,10.0,58228.0,Lägenhet,,0,57.7049651,11.9136668, 417 62,Eriksberg
Bratteråsgatan 46,Göteborgs kommun,44.0,2.0,2655.0,2920000.0,2022-03-11,,66364.0,Lägenhet,,0,57.7049651,11.9136668, 417 62,Eriksberg
Bratteråsgatan 54,Göteborgs kommun,59.0,2.0,3292.0,3900000.0,2022-03-07,0.0,66102.0,Lägenhet,,0,57.7049651,11.9136668, 417 62,Eriksberg
Bratteråsgatan 44,Göteborgs kommun,79.0,2.0,4135.0,3800000.0,2022-02-11,12.0,48101.0,Lägenhet,,0,57.7049651,11.9136668, 417 62,Eriksberg
Bratteråsgatan 72,Göteborgs kommun,48.0,1.5,3238.0,3000000.0,2022-02-11,5.0,62500.0,Lägenhet,,0,57.7049651,11.9136668, 417 62,Eriksberg
Bratteråsgatan 60,Göteborgs kommun,61.0,2.0,3153.0,3900000.0,2022-04-08,3.0,63934.0,Lägenhet,,0,57.7030736,11.916051, 417 62,Eriksberg
Bratteråsgatan 60,Göteborgs kommun,61.0,2.0,3386.0,3650000.0,2022-03-20,5.0,59836.0,Lägenhet,,0,57.7030736,11.916051, 417 62,Eriksberg
Bratteråsgatan 60,Göteborgs kommun,61.0,2.0,3153.0,3900000.0,2022-02-11,,63934.0,Lägenhet,,0,57.7030736,11.916051, 417 62,Eriksberg
Ångaren Ernas gata 1,Göteborgs kommun,62.0,2.0,3895.0,3675000.0,2022-04-07,6.0,59274.0,Lägenhet,,0,57.7076776,11.9245543, 417 60,Eriksberg
Ångaren Ernas gata 8,Göteborgs kommun,97.0,4.0,4449.0,6680000.0,2022-03-31,,68866.0,Lägenhet,,0,57.7076776,11.9245543, 417 60,Eriksberg
Ångaren Ernas gata 13,Göteborgs kommun,62.5,2.0,5020.0,4025000.0,2022-03-16,12.0,64400.0,Lägenhet,,0,57.7076776,11.9245543, 417 60,Eriksberg
Ångaren Ernas gata 1,Göteborgs kommun,87.0,3.0,4870.0,5250000.0,2022-03-01,9.0,60345.0,Lägenhet,,0,57.7076776,11.9245543, 417 60,Eriksberg
Norra Skeppspromenaden 6,Göteborgs kommun,74.0,2.0,4179.0,4300000.0,2022-04-07,8.0,58108.0,Lägenhet,,0,57.703032,11.9202808, 417 63,Eriksberg
Norra Skeppspromenaden 6,Göteborgs kommun,75.0,3.0,4214.0,4075000.0,2022-03-17,9.0,54333.0,Lägenhet,,0,57.703032,11.9202808, 417 63,Eriksberg
Rositas gata 2,Göteborgs kommun,68.0,3.0,2038.0,4750000.0,2022-04-07,6.0,69853.0,Lägenhet,,0,57.6988988,11.9033882, 417 67,Eriksberg
Fritiof Anderssons Gata 7,Göteborgs kommun,63.1,2.0,2841.0,3500000.0,2022-04-07,3.0,55468.0,Lägenhet,,0,57.6999766,11.9057348, 417 67,Eriksberg
Ångaren Indias gata 1,Göteborgs kommun,76.0,2.0,4358.0,3300000.0,2022-04-02,-1.0,43421.0,Lägenhet,,0,57.7070747,11.9230156, 417 60,Eriksberg
Barken Beatrices Gata 14,Göteborgs kommun,85.0,3.0,4702.0,5600000.0,2022-04-01,7.0,65882.0,Lägenhet,,0,57.7057032,11.9240262, 417 60,Eriksberg
Styrgången 1,Göteborgs kommun,84.0,3.0,4265.0,6205000.0,2022-03-31,24.0,73869.0,Lägenhet,,0,57.699742,11.9127805, 417 64,Eriksberg
Östra Eriksbergsgatan 81,Göteborgs kommun,58.0,2.0,2875.0,3310000.0,2022-03-31,11.0,57069.0,Lägenhet,,0,57.702712250000005,11.91703829999998, 417 62,Eriksberg
Östra Eriksbergsgatan 81,Göteborgs kommun,67.8,3.0,3367.0,3600000.0,2022-03-20,0.0,53097.0,Lägenhet,,0,57.702712250000005,11.91703829999998, 417 62,Eriksberg
Östra Eriksbergsgatan 81,Göteborgs kommun,57.6,2.0,2773.0,3195000.0,2022-03-04,0.0,55469.0,Lägenhet,,0,57.702712250000005,11.91703829999998, 417 62,Eriksberg
Fritiof Anderssons gata 3,Göteborgs kommun,79.6,3.0,3465.0,5000000.0,2022-03-31,3.0,62814.0,Lägenhet,,0,57.6997028,11.9058828, 417 67,Eriksberg
Nimbusgatan 2,Göteborgs kommun,81.2,3.0,4273.0,5475000.0,2022-03-24,0.0,67426.0,Lägenhet,,0,57.7023284,11.9190945, 417 63,Eriksberg
Norra Skeppspromenaden 13,Göteborgs kommun,66.8,2.0,4276.0,4075000.0,2022-03-24,9.0,61003.0,Lägenhet,,0,57.70370395,11.921905205993074, 417 63,Eriksberg
Monsungatan 81,Göteborgs kommun,78.0,3.0,4204.0,6600000.0,2022-03-23,12.0,84615.0,Lägenhet,,0,57.6958878,11.9057912, 417 68,Eriksberg
Monsungatan 81,Göteborgs kommun,42.5,2.0,2777.0,3600000.0,2022-03-15,4.0,84706.0,Lägenhet,,0,57.6958878,11.9057912, 417 68,Eriksberg
Astris Gata 62,Göteborgs kommun,40.0,2.0,2418.0,2550000.0,2022-03-22,7.0,63750.0,Lägenhet,,0,57.6996868,11.9051238, 417 67,Eriksberg
Astris Gata 62,Göteborgs kommun,92.0,4.0,4131.0,5500000.0,2022-03-14,10.0,59783.0,Lägenhet,,0,57.6996868,11.9051238, 417 67,Eriksberg
Belegatan 4,Göteborgs kommun,133.3,4.0,3086.0,9350000.0,2022-03-15,,70143.0,Lägenhet,,0,57.7019801,11.9168946, 417 62,Eriksberg
Norra Skeppspromenaden 7,Göteborgs kommun,93.0,3.0,5309.0,5300000.0,2022-03-11,,56989.0,Lägenhet,,0,57.7031242,11.920722213497179, 417 63,Eriksberg
Monsungatan 92B,Göteborgs kommun,77.0,3.0,3202.0,6475000.0,2022-03-09,10.0,84091.0,Lägenhet,,0,57.6962209,11.9075355, 417 66,Eriksberg
Norra Skeppspromenaden 3,Göteborgs kommun,93.0,3.0,5309.0,5210000.0,2022-03-08,,56022.0,Lägenhet,,0,57.7027656,11.921100894022619, 417 63,Eriksberg
Fritiof Anderssons gata 9,Göteborgs kommun,81.6,3.0,3996.0,4850000.0,2022-03-04,,59436.0,Lägenhet,,0,57.7000165,11.9059341, 417 67,Eriksberg
Monsungatan 61,Göteborgs kommun,79.6,3.0,3199.0,6300000.0,2022-03-02,13.0,79146.0,Lägenhet,,0,57.6970307,11.907643, 417 66,Eriksberg
Ångaren Indias gata 2,Göteborgs kommun,70.5,2.0,4153.0,4100000.0,2022-03-01,,58156.0,Lägenhet,,0,57.7071959,11.9231302, 417 60,Eriksberg
Bratteråsgatan 66,Göteborgs kommun,95.0,4.0,4387.0,5550000.0,2022-02-25,5.0,58421.0,Lägenhet,,0,57.702961,11.9153545, 417 62,Eriksberg
Monsungatan 98,Göteborgs kommun,118.0,4.0,4656.0,9000000.0,2022-02-18,6.0,76271.0,Lägenhet,,0,57.6961064,11.9072392, 417 68,Eriksberg
Norra Skeppspromenaden 11,Göteborgs kommun,85.9,3.0,5413.0,4600000.0,2022-02-17,,53551.0,Lägenhet,,0,57.70344125,11.92142847122192, 417 63,Eriksberg
Astris gata 86,Göteborgs kommun,42.0,1.5,2567.0,2450000.0,2022-02-16,2.0,58333.0,Lägenhet,,0,57.6993113,11.9036613, 417 67,Eriksberg
Sannegårdsgatan 22,Göteborgs kommun,91.0,3.0,4372.0,5400000.0,2022-02-16,,59341.0,Lägenhet,,0,57.7067853,11.9216954, 402 73,Eriksberg
Astris Gata 90,Göteborgs kommun,40.0,1.5,2488.0,2375000.0,2022-02-12,-1.0,59375.0,Lägenhet,,0,57.6992374,11.9030563, 417 67,Eriksberg
Astris Gata 60,Göteborgs kommun,75.0,3.0,3570.0,4250000.0,2022-02-11,6.0,56667.0,Lägenhet,,0,57.699823,11.9050326, 417 67,Eriksberg
Norra Skeppspromenaden 4,Göteborgs kommun,75.0,2.0,4214.0,3850000.0,2022-02-11,,51333.0,Lägenhet,,0,57.7029034,11.9202425, 417 63,Eriksberg
Ångaren Ediths gata 5,Göteborgs kommun,42.0,1.0,2468.0,2850000.0,2022-02-11,0.0,67857.0,Lägenhet,,0,57.7081437,11.9251401, 417 60,Eriksberg
Astris Gata 76,Göteborgs kommun,62.0,2.5,3128.0,3425000.0,2022-02-10,7.0,55242.0,Lägenhet,,0,57.6997652,11.9045835, 417 67,Eriksberg
Ångaren Indias gata 10,Göteborgs kommun,59.5,2.0,4899.0,3600000.0,2022-02-09,9.0,60504.0,Lägenhet,,0,57.7069474,11.925102, 417 60,Eriksberg
Ångaren Indias gata 9,Göteborgs kommun,70.0,2.5,4126.0,4170000.0,2022-02-09,10.0,59571.0,Lägenhet,,0,57.7068392,11.9244361, 417 60,Eriksberg
Ångaren Indias Gata 11,Göteborgs kommun,86.0,3.0,4826.0,5590000.0,2022-02-08,12.0,65000.0,Lägenhet,,0,57.7068049,11.9246754, 417 60,Eriksberg
Ångaren Indias Gata 5,Göteborgs kommun,30.0,1.0,2489.0,2200000.0,2022-02-08,0.0,73333.0,Lägenhet,,0,57.7069646,11.9237621, 417 60,Eriksberg
Barken Beatrices Gata 24,Göteborgs kommun,95.5,3.0,5789.0,5300000.0,2022-02-07,9.0,55497.0,Lägenhet,,0,57.7055258,11.9241716, 417 60,Eriksberg
Monsungatan 65B,Göteborgs kommun,53.0,2.0,2296.0,3500000.0,2022-02-04,3.0,66038.0,Lägenhet,,0,57.6965183,11.9070587, 417 66,Eriksberg
Barken Beatrices Gata 10,Göteborgs kommun,156.0,5.0,7496.0,8825000.0,2022-02-04,15.0,56571.0,Lägenhet,,0,57.7057542,11.9234476, 417 60,Eriksberg
Pepitas gata 3,Göteborgs kommun,146.0,6.0,,9400000.0,2022-05-06,,64384.0,Radhus,0.0,0,57.6989029,11.9040084, 417 67,Eriksberg
Skogsmilsgatan 17,Göteborgs kommun,39.0,2.0,2719.0,2100000.0,2022-05-05,17.0,53846.0,Lägenhet,,0,57.6661321,11.9274368, 414 80,Kaverös
Basungatan 26,Göteborgs kommun,54.0,2.0,3375.0,2050000.0,2022-05-05,3.0,37963.0,Lägenhet,,0,57.6625534,11.9182106, 421 39,Kaverös
Orkestergatan 1,Göteborgs kommun,45.0,1.5,1505.0,2200000.0,2022-05-04,10.0,48889.0,Lägenhet,,0,57.6650876,11.9227129, 421 39,Kaverös
