address,housing_type,region,city,sqr_meter,nr_rooms,rent_month,final_price,sold_date,price_increase,price_sqr_m,land_area,other_srq,latitude,longitude
Vetegången 5,Villa,Fräntorp,Göteborgs kommun,79.0,4.0,,4450000,2022-05-30,,56329.0,227.0,44.0,57.7295521,12.0533176
Genuavägen 10,Radhus,Torslanda,Göteborgs kommun,79.3,4.0,5740.0,4450000,2022-05-30,7.0,56116.0,0.0,0.0,57.706322,11.7655887
Östanvindsgatan 9D,Lägenhet,Wieselgrensplatsen,Göteborgs kommun,50.5,2.0,3808.0,2010000,2022-05-30,6.0,39802.0,0.0,0.0,57.7233078,11.9309692
Norra liden 25,Lägenhet,Otterhällan,Göteborgs kommun,89.7,4.0,5455.0,4950000,2022-05-30,6.0,55184.0,0.0,0.0,57.7038266,11.95898
Famngatan 16 lägenhet 226,Lägenhet,Högsbo,Göteborgs kommun,29.0,1.0,1598.0,1725000,2022-05-30,0.0,59483.0,0.0,0.0,,
Kobergsgatan 23,Lägenhet,Strömmensberg,Göteborgs kommun,34.0,1.0,2209.0,1925000,2022-05-30,-1.0,56618.0,0.0,0.0,57.7203695,12.0136922
Falkenbergsgatan 13E,Lägenhet,Almeda,Göteborgs kommun,52.4,2.0,3377.0,2650000,2022-05-30,-2.0,50573.0,0.0,0.0,57.6809197,11.9996016
Vädersolsgatan 23,Radhus,Biskopsgården,Göteborgs kommun,104.0,5.0,,3670000,2022-05-30,5.0,35288.0,292.0,0.0,57.7124298,11.8863624
Mariagatan 21C,Lägenhet,Kungsladugård,Göteborgs kommun,43.0,1.0,2322.0,2850000,2022-05-30,16.0,66279.0,0.0,0.0,57.6851563,11.9176431
Björsaråsvägen 3,Villa,Björsared,Göteborgs kommun,44.0,2.0,,1720000,2022-05-30,8.0,39091.0,1467.0,0.0,57.7963873,12.1481746
Trollhasselgatan 22,,Lägenhet,Centrala Hisingen,Göteborgs kommun,50.0,2.0,3379.0,3000000,2022-05-30,8.0,60000.0,0.0,0.0,57.7185337,11.9265289
Ostgatan 6,Lägenhet,Kallebäck,Göteborgs kommun,83.0,4.0,5764.0,3500000,2022-05-30,11.0,42169.0,0.0,0.0,57.6845011,12.0091901
Ingebäckslyckan 80,Lägenhet,Hisings Kärra,Göteborgs kommun,96.0,4.0,6287.0,3090000,2022-05-30,7.0,32188.0,0.0,0.0,57.80113,11.9955409
Båtsman Kapers gata 26,Lägenhet,Hisings Backa,Göteborgs kommun,93.3,4.0,5978.0,2750000,2022-05-30,-2.0,29475.0,0.0,0.0,57.7613215,11.9704273
Virginsgatan 34,Lägenhet,Kålltorp,Göteborgs kommun,52.0,2.0,2539.0,3750000,2022-05-30,14.0,72115.0,0.0,0.0,57.7110325,12.0284052
Erik Dahlbergsgatan 35 A,Lägenhet,Vasastaden,Göteborgs kommun,83.0,3.0,4562.0,7000000,2022-05-30,8.0,84337.0,0.0,0.0,57.6953732,11.9706476
Kolonigatan 7 A,Lägenhet,Landala,Göteborgs kommun,35.0,1.0,2018.0,2450000,2022-05-30,-2.0,70000.0,0.0,0.0,57.6865737,11.9754375
Trädgårdsgärdet 190,Radhus,Angered,Göteborgs kommun,111.2,4.0,7567.0,1950000,2022-05-29,3.0,17536.0,0.0,0.0,57.80363815,12.05194165647002
Sankt Jörgens Väg 10B,Lägenhet,Sankt Jörgen,Göteborgs kommun,75.0,3.0,4135.0,3000000,2022-05-29,0.0,40000.0,0.0,0.0,57.7486388,11.9527606
Lådämnesgatan 16,Lägenhet,Björkekärr,Göteborgs kommun,65.0,3.0,4399.0,3550000,2022-05-29,,54615.0,0.0,0.0,57.716398,12.0517199
Distansgatan 27,Lägenhet,Flatås,Göteborgs kommun,58.0,2.0,3205.0,2350000,2022-05-29,9.0,40517.0,0.0,0.0,57.6632039,11.9346988
Kallebäcksvägen 13B,Lägenhet,Kallebäck,Göteborgs kommun,59.2,2.0,4323.0,2505000,2022-05-29,9.0,42314.0,0.0,0.0,57.6841254,12.0105702
Tofsvipegatan 36B,Lägenhet,Lillhagen,Göteborgs kommun,48.0,2.0,2244.0,1970000,2022-05-29,10.0,41042.0,0.0,0.0,57.7381254,11.9567634
Gåsmossen 33,Radhus,Askim,Göteborgs kommun,123.0,6.0,,7500000,2022-05-29,10.0,60976.0,189.0,58.0,57.6324927,11.9539667
Famngatan 16,Lägenhet,Högsbo,Göteborgs kommun,29.0,1.0,1598.0,1650000,2022-05-28,0.0,56897.0,0.0,0.0,57.6626334,11.9270175
Viktoriagatan 32,Lägenhet,Vasastaden,Göteborgs kommun,31.0,1.0,2399.0,2650000,2022-05-28,2.0,85484.0,0.0,0.0,57.6999859,11.964514
Hinderbanan 20,Lägenhet,Kviberg,Göteborgs kommun,80.0,3.0,3704.0,3900000,2022-05-28,5.0,48750.0,0.0,0.0,57.7342114,12.0269432
Kvillegatan 29,Lägenhet,Centrala Hisingen,Göteborgs kommun,44.0,1.0,2306.0,2400000,2022-05-28,,54545.0,0.0,0.0,57.7187285,11.9508621
Övre Fogelbergsgatan 4,Lägenhet,Vasastaden,Göteborgs kommun,178.5,6.0,6924.0,10000000,2022-05-28,5.0,56022.0,0.0,0.0,57.69549,11.9650358
Beryllgatan 43,Lägenhet,Norra Tynnered,Göteborgs kommun,67.5,2.0,4217.0,2450000,2022-05-28,4.0,36296.0,0.0,0.0,57.6569162,11.8870244
Clementingatan 18,Villa,Fiskebäck,Göteborgs kommun,108.0,5.0,,6650000,2022-05-27,12.0,61574.0,1108.8,0.0,57.65454775,11.8762452
Brattåskärrsvägen 205,Lägenhet,Björkekärr,Göteborgs kommun,102.0,3.0,5831.0,5100000,2022-05-27,6.0,50000.0,0.0,0.0,57.7221488,12.0582654
Arvid Lindmansgatan 25B,Lägenhet,Slättadam,Göteborgs kommun,63.0,3.0,3736.0,2350000,2022-05-27,0.0,37302.0,0.0,0.0,57.7310559,11.9219823
Arbetaregatan 18B,Lägenhet,Lindholmen,Göteborgs kommun,54.0,2.0,3492.0,3370000,2022-05-27,25.0,62407.0,0.0,0.0,57.7065982,11.9313117
Lövmånadsgatan 2,Lägenhet,Kortedala,Göteborgs kommun,25.0,1.0,1819.0,1050000,2022-05-27,6.0,42000.0,0.0,0.0,57.7564284,12.033681
Hovås Allé 29,Lägenhet,Nya Hovås,Göteborgs kommun,88.5,4.0,3455.0,5550000,2022-05-27,-1.0,62712.0,0.0,0.0,57.6004582,11.9539867
Marbogatan 4C,Lägenhet,Gamlestaden,Göteborgs kommun,51.5,2.0,3890.0,1900000,2022-05-27,-3.0,36893.0,0.0,0.0,57.7341929,12.0185214
Lindströmsgatan 3C,Lägenhet,Johanneberg,Göteborgs kommun,45.5,2.0,2452.0,2575000,2022-05-27,32.0,56593.0,0.0,0.0,57.6860723,11.981682
Trälåsvägen 1,Villa,Grimmered,Göteborgs kommun,275.0,12.0,,11750000,2022-05-27,12.0,42727.0,877.8,110.0,57.669375900000006,11.90227005
Ekereds höjd 46,Villa,Gunnilse,Göteborgs kommun,106.0,4.0,,5300000,2022-05-27,0.0,50000.0,812.0,6.0,57.7871191,12.0834212
Klamparegatan 13,Lägenhet,Masthugget,Göteborgs kommun,65.0,2.0,3595.0,3300000,2022-05-27,19.0,50769.0,0.0,0.0,57.697443,11.943619
Noleredsvägen 1C,Lägenhet,Torslanda,Göteborgs kommun,58.5,2.0,3208.0,2535000,2022-05-27,,43333.0,0.0,0.0,57.7229731,11.7637985
Prilyckegatan 351,Radhus,Hisings Kärra,Göteborgs kommun,103.5,4.0,6221.0,3400000,2022-05-27,,32850.0,0.0,0.0,57.7906327,11.9837573
Skårsgatan 4,Lägenhet,Örgryte,Göteborgs kommun,70.0,3.0,2817.0,4300000,2022-05-27,8.0,61429.0,0.0,0.0,57.6989811,12.009864373974732
Trädgårdsbacken 2,Tomt,Angered,Göteborgs kommun,773.0,,,1605000,2022-05-27,7.0,2076.0,0.0,0.0,57.805085,12.0454989
Klaremossevägen Stuga nr 11 samt odlingslott 60a och 60b i Odlarförening Anemonen,Fritidshus,Krabbeliderna,Göteborgs kommun,15.0,,,375000,2022-05-27,27.0,25000.0,0.0,0.0,,
Ebbe Lieberathsgatan 16A,Lägenhet,Johanneberg,Göteborgs kommun,68.5,2.5,3614.0,3700000,2022-05-27,6.0,54015.0,0.0,0.0,57.6820641,11.9991447
Beryllgatan 49,Lägenhet,Västra Frölunda,Göteborgs kommun,95.5,4.0,5855.0,3275000,2022-05-27,,34293.0,0.0,0.0,57.6563703,11.8871428
Fredholmsgatan 24,Villa,Hisings Kärra,Göteborgs kommun,112.0,5.0,,4200000,2022-05-27,-12.0,37500.0,846.0,109.0,57.7892086,11.9960116179653
Vantgatan 3D,Lägenhet,Majorna,Göteborgs kommun,54.0,2.0,3926.0,2850000,2022-05-27,6.0,52778.0,0.0,0.0,57.68951,11.9260035
Bohusgatan 20,Lägenhet,Centrum,Göteborgs kommun,44.5,2.0,2926.0,3520000,2022-05-27,12.0,79101.0,0.0,0.0,57.7039738,11.9827574
Wrangelsgatan 2B,Lägenhet,Lunden,Göteborgs kommun,44.0,1.5,2974.0,2500000,2022-05-27,16.0,56818.0,0.0,0.0,57.7119042,12.0025263
Fyrisvägen 25,Radhus,Utby,Göteborgs kommun,70.0,5.0,,5400000,2022-05-27,13.0,77143.0,221.0,35.0,57.7351861,12.0546973
Stora Varholmen (Stuga 92),Fritidshus,Hjuvik,Göteborgs kommun,50.0,2.0,,3800000,2022-05-27,58.0,76000.0,0.0,0.0,,
Arvesgärde 33,Lägenhet,Tuve,Göteborgs kommun,81.5,3.0,5248.0,2360000,2022-05-27,18.0,28957.0,0.0,0.0,57.752427,11.9195424
Blåsutgatan 19,Lägenhet,Majorna,Göteborgs kommun,61.0,2.0,3622.0,3200000,2022-05-27,19.0,52459.0,0.0,0.0,57.692851,11.9203676
Fiolgatan 6,Lägenhet,Ruddalen,Göteborgs kommun,55.5,2.0,3934.0,2150000,2022-05-27,5.0,38739.0,0.0,0.0,57.6606977,11.9125393
Barytongatan 28,Lägenhet,Kaverös,Göteborgs kommun,93.3,4.0,5351.0,3200000,2022-05-27,-6.0,34298.0,0.0,0.0,57.6632522,11.9196507
Trädgårdsgärdet 66,Lägenhet,Angered,Göteborgs kommun,68.5,2.0,4836.0,1350000,2022-05-27,8.0,19708.0,0.0,0.0,57.8028013,12.0516291
Sjömarksvägen 1B,Villa,Torslanda,Göteborgs kommun,347.0,6.0,,16300000,2022-05-27,-9.0,46974.0,1000.2,63.0,57.7621405,11.8106836
Hjällbogärdet 36,Lägenhet,Eriksbo,Göteborgs kommun,105.0,5.0,7017.0,2140000,2022-05-27,7.0,20381.0,0.0,0.0,57.7704124,12.0366879
Stallebergsvägen 21,Villa,Donsö,Göteborgs kommun,158.3,6.0,,6250000,2022-05-27,5.0,39482.0,855.1,48.3,57.60495275,11.80228525
Frida Hjertbergs gata 2,Lägenhet,Johanneberg,Göteborgs kommun,81.0,3.0,3158.0,6750000,2022-05-26,13.0,83333.0,0.0,0.0,57.6874807,11.9860839
Brunnehagen 23,Lägenhet,Tuve,Göteborgs kommun,62.0,2.5,3629.0,1900000,2022-05-26,0.0,30645.0,0.0,0.0,57.7493428,11.9261568
Bruksgatan lägenhet ,Lägenhet,Majorna,Göteborgs kommun,78.0,3.0,4683.0,4245000,2022-05-26,0.0,54423.0,0.0,0.0,,
Solhagagatan 16C,Radhus,Hisings Kärra,Göteborgs kommun,132.0,4.0,,4450000,2022-05-26,1.0,33712.0,177.7,0.0,57.7990294,11.9937347
Stora Kronogårdsgatan 92,Radhus,Bällskär,Göteborgs kommun,142.0,6.0,,4550000,2022-05-26,-5.0,32042.0,174.0,0.0,57.7410546,11.9823887
Soldathemsgatan 20,Lägenhet,Kviberg,Göteborgs kommun,93.0,4.0,4896.0,4400000,2022-05-26,6.0,47312.0,0.0,0.0,57.7329784,12.0298063
Lillekärr Norra 56,Lägenhet,Hisings Kärra,Göteborgs kommun,76.6,3.0,4660.0,2150000,2022-05-26,0.0,28068.0,0.0,0.0,57.7971667,11.9901499
Ostrongatan 6,Radhus,Påvelund,Göteborgs kommun,137.0,6.0,,8200000,2022-05-26,6.0,59854.0,226.1,22.0,57.6614669,11.8695852
Sägengatan 52,Lägenhet,Hisings Backa,Göteborgs kommun,68.0,2.0,4721.0,1820000,2022-05-26,9.0,26765.0,0.0,0.0,57.7470597,11.9800109
Hinderbanan 6,Lägenhet,Kviberg,Göteborgs kommun,95.0,4.0,4937.0,4750000,2022-05-26,11.0,50000.0,0.0,0.0,57.7345693,12.0286303
Önskevädersgatan 19,Lägenhet,Biskopsgården,Göteborgs kommun,71.9,3.0,4478.0,1750000,2022-05-26,0.0,24339.0,0.0,0.0,57.7211699,11.8951207
Kung Sverres gata 74,Radhus,Centrala Hisingen Tolered,Göteborgs kommun,115.0,7.0,,5860000,2022-05-26,15.0,50957.0,169.1,62.0,57.7268762,11.908675
Kardemummaslingan 67,Radhus,Angered,Göteborgs kommun,102.0,4.0,6608.0,2790000,2022-05-26,0.0,27353.0,0.0,0.0,57.808605675,12.0308718
Karl johansgatan 164 A,Lägenhet,Majorna,Göteborgs kommun,45.9,2.0,2557.0,2650000,2022-05-26,6.0,57734.0,0.0,0.0,57.6844572,11.9059446
Klarinettgatan 24,Lägenhet,Ruddalen,Göteborgs kommun,54.0,2.0,2892.0,2400000,2022-05-26,,44444.0,0.0,0.0,57.6618921,11.9147549
Ångaren Indias gata 15,Lägenhet,Sannegårdshamnen,Göteborgs kommun,95.0,4.0,5254.0,6200000,2022-05-26,4.0,65263.0,0.0,0.0,57.7067324,11.9251824
Batterigatan 1B,Lägenhet,Gamlestaden,Göteborgs kommun,38.5,1.0,1794.0,1980000,2022-05-26,11.0,51429.0,0.0,0.0,57.7317733,12.0149955
Virvelvindsgatan 4.,Lägenhet,Centrala Hisingen,Göteborgs kommun,75.0,3.0,4431.0,2915000,2022-05-26,12.0,38867.0,0.0,0.0,57.7202066,11.942678577305252
Arbogagatan 20,Villa,Lundby,Göteborgs kommun,146.0,7.0,,6200000,2022-05-26,-5.0,42466.0,552.7,72.0,57.71908425,11.912593986858951
Nya Varvsallén 22B,Lägenhet,Nya Varvet,Göteborgs kommun,51.7,2.0,2943.0,3925000,2022-05-26,17.0,75919.0,0.0,0.0,57.6811787,11.8901605
Skånegatan 37A,Lägenhet,Lorensberg,Göteborgs kommun,86.0,3.0,3401.0,6300000,2022-05-26,0.0,73256.0,0.0,0.0,57.6973611,11.9863047
Gamlestadsvägen 45,Lägenhet,Gamlestaden,Göteborgs kommun,80.5,4.0,3920.0,3500000,2022-05-26,10.0,43478.0,0.0,0.0,57.7280886,12.0081518
Mölndalsvägen 87B,Lägenhet,Almeda,Göteborgs kommun,43.0,2.0,2614.0,3200000,2022-05-26,12.0,74419.0,0.0,0.0,57.6834723,12.0006205
Västerslänt 65,Radhus,Hammarkullen,Göteborgs kommun,145.0,5.0,,3100000,2022-05-26,-3.0,21379.0,158.0,15.0,57.7768246,12.0261422
Storebackegatan 14,Lägenhet,Masthugget,Göteborgs kommun,35.0,2.0,1791.0,3070000,2022-05-26,12.0,87714.0,0.0,0.0,57.6965173,11.9377914
Solbänksgatan 31,Radhus,Änggården,Göteborgs kommun,162.0,7.0,,12800000,2022-05-26,16.0,79012.0,211.0,66.0,57.6786326,11.9474018
Akkas gata 4,Lägenhet,Backadalen,Göteborgs kommun,74.3,3.0,5150.0,1900000,2022-05-26,3.0,25572.0,0.0,0.0,57.7538077,11.9821463
Nedre Matrosgatan 15,Lägenhet,Gamla Masthugget,Göteborgs kommun,58.2,2.0,3492.0,3350000,2022-05-26,6.0,57560.0,0.0,0.0,57.6961999,11.9441054
Ulfsparregatan 11C,Lägenhet,Lunden,Göteborgs kommun,37.0,1.0,2640.0,2510000,2022-05-26,17.0,67838.0,0.0,0.0,57.7099607,12.0131289
Sveagatan 25,Lägenhet,Linnéstaden,Göteborgs kommun,119.0,4.0,7742.0,6725000,2022-05-26,-2.0,56513.0,0.0,0.0,57.6924814,11.9544144
Kvadrantgatan 30,Lägenhet,Bergsjön,Göteborgs kommun,61.8,2.0,5190.0,1290000,2022-05-25,0.0,20874.0,0.0,0.0,57.757401,12.0599322
Södra Fiskebäcksvägen 126,Radhus,Fiskebäck,Göteborgs kommun,115.0,5.0,,6100000,2022-05-25,3.0,53043.0,165.0,10.0,57.6493671,11.8661644
Hedtångsvägen 23, 1405,Lägenhet,Askim,Göteborgs kommun,57.0,2.0,3432.0,4100000,2022-05-25,,71930.0,0.0,0.0,57.5982328,11.9523512
Träringen 67,Lägenhet,Björkekärr,Göteborgs kommun,55.5,2.0,3775.0,2550000,2022-05-25,0.0,45946.0,0.0,0.0,57.7150037,12.0524752
Solventilsgatan 1,Lägenhet,Kvillebäcken,Göteborgs kommun,39.0,1.0,2468.0,2250000,2022-05-25,-2.0,57692.0,0.0,0.0,57.7223859,11.9487387
Söndagsgatan 7,Lägenhet,Kortedala,Göteborgs kommun,54.0,2.0,3617.0,1550000,2022-05-25,0.0,28704.0,0.0,0.0,57.7571921,12.029889
Kusttorget 1,Lägenhet,Majorna,Göteborgs kommun,85.0,3.0,4480.0,4325000,2022-05-25,2.0,50882.0,0.0,0.0,57.6944312,11.9187855
Generalsgatan 4,Lägenhet,Kviberg,Göteborgs kommun,67.0,3.0,3905.0,3300000,2022-05-25,2.0,49254.0,0.0,0.0,57.7310921,12.0243886
Övre Husargatan 19,Lägenhet,Linnéstaden,Göteborgs kommun,106.0,3.5,3687.0,8325000,2022-05-25,4.0,78538.0,0.0,0.0,57.6933906,11.9562517
Granåsgatan 12,Villa,Bällskär,Göteborgs kommun,117.0,6.0,,5575000,2022-05-25,14.0,47650.0,907.0,84.0,57.73568455,11.9760317
Sextettgången Gunnesby Koloniträdgårdar Lott 31,Fritidshus,Säve,Göteborgs kommun,32.0,2.0,,1200000,2022-05-25,41.0,37500.0,200.0,0.0,,
Vintergatan 3,Lägenhet,Sannegårdshamnen,Göteborgs kommun,82.0,3.0,2791.0,4800000,2022-05-25,,58537.0,0.0,0.0,57.70954835,11.9281146
Hvitfeldtsgatan 2A,,Lägenhet,Kungshöjd,Göteborgs kommun,80.0,3.0,4167.0,6350000,2022-05-25,0.0,79375.0,0.0,0.0,57.7022755,11.9573616
Barken Beatrices Gata 8,Lägenhet,Sannegården,Göteborgs kommun,66.0,2.0,3995.0,3360000,2022-05-25,5.0,50909.0,0.0,0.0,57.7058578,11.9227758
Gustavsplatsen 1J,Lägenhet,Bagaregården,Göteborgs kommun,50.0,2.0,3489.0,2900000,2022-05-25,12.0,58000.0,0.0,0.0,57.7227602,12.0085931
Silvermyntsgatan 22,Lägenhet,Högsbo,Göteborgs kommun,52.5,2.0,4187.0,2475000,2022-05-25,,47143.0,0.0,0.0,57.6747022,11.9271495
Götabergsgatan 5B,Lägenhet,Lorensberg,Göteborgs kommun,69.0,2.0,3377.0,5200000,2022-05-25,12.0,75362.0,0.0,0.0,57.7003901,11.9704938
Rödlönnsgången 26,Lägenhet,Hisingen Lundby,Göteborgs kommun,62.0,3.0,3371.0,3360000,2022-05-25,16.0,54194.0,0.0,0.0,57.7181253,11.9278663
Lilla Kornettgatan 5,Lägenhet,Västra Frölunda,Göteborgs kommun,69.5,2.0,3497.0,3300000,2022-05-25,3.0,47482.0,0.0,0.0,57.6561306,11.909297
Pontus Wiknersgatan 7,Lägenhet,Nedre Johanneberg,Göteborgs kommun,68.0,3.0,3525.0,5400000,2022-05-25,8.0,79412.0,0.0,0.0,57.69302715,11.980254750000002
Kransen 2A,Lägenhet,Strömmensberg,Göteborgs kommun,81.0,2.0,5704.0,2950000,2022-05-25,0.0,36420.0,0.0,0.0,57.72113415,12.017486697165015
Famngatan 16 lägenhet 226,Lägenhet,Högsbo,Göteborgs kommun,29.0,1.0,1598.0,1725000,2022-05-25,0.0,59483.0,0.0,0.0,,
Nylänningen 2,Lägenhet,Billdal,Göteborgs kommun,61.0,2.0,3975.0,2480000,2022-05-25,6.0,40656.0,0.0,0.0,57.59176525,11.938237299999995
Seminariegatan 18,Lägenhet,Linné,Göteborgs kommun,45.0,1.5,3002.0,2975000,2022-05-25,4.0,66111.0,0.0,0.0,57.6911006,11.9585696
Gulmårevägen 10,Radhus,Hildedal,Göteborgs kommun,121.0,4.0,6313.0,5545000,2022-05-25,1.0,45826.0,0.0,0.0,57.72995635,11.941063726638816
Miraallén 41,Lägenhet,Sannegårdshamnen,Göteborgs kommun,99.0,3.0,6509.0,6400000,2022-05-25,3.0,64646.0,0.0,0.0,57.7054904,11.9284894
Skytteskogsgatan 30,Lägenhet,Kungsladugård,Göteborgs kommun,50.0,2.0,4054.0,3210000,2022-05-25,13.0,64200.0,0.0,0.0,57.680677,11.9318327
Gunnilse Backaväg 54,Villa,Gunnilse,Göteborgs kommun,74.0,3.0,,3400000,2022-05-25,-2.0,45946.0,1163.0,146.0,57.7947613,12.0786242
Karl Johansgatan 60 A,Lägenhet,Majorna,Göteborgs kommun,73.0,3.0,5290.0,4650000,2022-05-25,12.0,63699.0,0.0,0.0,57.6955262,11.9227441
Örnehufvudsgatan 1,Lägenhet,Johanneberg,Göteborgs kommun,36.0,1.0,2504.0,2840000,2022-05-24,-2.0,78889.0,0.0,0.0,57.6885285,11.9842359
Lillekärr Södra 126,Lägenhet,Hisings Kärra,Göteborgs kommun,75.5,3.0,4832.0,2410000,2022-05-24,10.0,31921.0,0.0,0.0,57.7918035,11.9898805
Onyxgatan 4 lägenhet ,Lägenhet,Tynnered,Göteborgs kommun,40.0,2.0,2700.0,1820000,2022-05-24,0.0,45500.0,0.0,0.0,,
Övralidsgatan 27,Lägenhet,Hisings Backa,Göteborgs kommun,90.0,4.0,5063.0,2320000,2022-05-24,19.0,25778.0,0.0,0.0,57.7543682,11.975449
Lenvädersgatan 3,Lägenhet,Biskopsgården,Göteborgs kommun,87.3,4.0,5422.0,2000000,2022-05-24,3.0,22910.0,0.0,0.0,57.7239381,11.8941614
Fyrklöversgatan 13,Lägenhet,Centrala Hisingen,Göteborgs kommun,43.0,1.0,2261.0,2240000,2022-05-24,4.0,52093.0,0.0,0.0,57.7273671,11.9326845
Övralidsgatan 19,Lägenhet,Hisings Backa,Göteborgs kommun,68.0,3.0,4636.0,1850000,2022-05-24,9.0,27206.0,0.0,0.0,57.7543682,11.975449
Södra Ligården 52,Radhus,Hisings Kärra,Göteborgs kommun,133.0,5.0,,4900000,2022-05-24,5.0,36842.0,172.4,0.0,57.7932871,11.9994953
Stockholmsgatan 40E,Lägenhet,Bagaregården,Göteborgs kommun,66.8,2.0,3517.0,3650000,2022-05-24,9.0,54641.0,0.0,0.0,57.7235123,12.0088676
Kungshöjdsgatan 4,Lägenhet,Kungshöjd,Göteborgs kommun,85.0,3.0,4542.0,6700000,2022-05-24,7.0,78824.0,0.0,0.0,57.7023142,11.9602566
Övralidsgatan 13,Lägenhet,Backadalen,Göteborgs kommun,60.0,2.0,4337.0,1450000,2022-05-24,-3.0,24167.0,0.0,0.0,57.7543682,11.975449
Mölndalsvägen 41,Lägenhet,Almedal,Göteborgs kommun,61.5,2.0,3025.0,3350000,2022-05-24,18.0,54472.0,0.0,0.0,57.6834723,12.0006205
Östra Gunnesgärde 4D,Radhus,Tuve,Göteborgs kommun,110.0,4.0,,4580000,2022-05-24,9.0,41636.0,211.2,0.0,57.7496494,11.9361461
Mandolingatan 11,Lägenhet,Ruddalen,Göteborgs kommun,68.0,3.0,3725.0,2400000,2022-05-24,12.0,35294.0,0.0,0.0,57.6573111,11.9166744
Teatergatan 17,Lägenhet,Lorensberg,Göteborgs kommun,63.0,2.0,2037.0,4700000,2022-05-24,-1.0,74603.0,0.0,0.0,57.6990376,11.9753019
Lotta Svärdsgatan 3A,Lägenhet,Gamlestaden,Göteborgs kommun,49.1,2.0,3232.0,2050000,2022-05-24,5.0,41752.0,0.0,0.0,57.7336668,12.0197062
Klippan 1H,Lägenhet,Klippan,Göteborgs kommun,76.0,3.0,5285.0,4200000,2022-05-24,9.0,55263.0,0.0,0.0,57.689845,11.9080679
Hälleflundregatan 38,Lägenhet,Fiskebäck,Göteborgs kommun,69.0,2.0,3632.0,4100000,2022-05-24,3.0,59420.0,0.0,0.0,57.6486364,11.8546828
Famngatan 16 lägenhet 222,Lägenhet,Högsbo,Göteborgs kommun,29.0,1.0,1598.0,1550000,2022-05-24,0.0,53448.0,0.0,0.0,,
Birger Jarlsgatan 18K,Lägenhet,Kungsladugård,Göteborgs kommun,55.0,2.0,3301.0,3350000,2022-05-24,0.0,60909.0,0.0,0.0,57.6853427,11.9237769
Doktor Allards gata 12,Lägenhet,Guldheden,Göteborgs kommun,46.5,2.0,2739.0,3050000,2022-05-24,5.0,65591.0,0.0,0.0,57.68221685,11.979516729550124
Viktoriagatan 36,Lägenhet,Vasastaden,Göteborgs kommun,77.0,3.0,5106.0,4600000,2022-05-24,0.0,59740.0,0.0,0.0,57.6999859,11.964514
Kvadrantgatan 2,Lägenhet,Bergsjön  Gärdsås,Göteborgs kommun,110.5,4.0,8528.0,1750000,2022-05-24,-3.0,15837.0,0.0,0.0,57.757401,12.0599322
Askims stationsväg 31,Villa,Askim Sisjön,Göteborgs kommun,128.0,6.0,,7450000,2022-05-24,7.0,58203.0,905.0,84.0,57.63469255,11.941413088183118
Nilssonsberg 19,Lägenhet,Annedal,Göteborgs kommun,74.4,3.0,3976.0,4550000,2022-05-24,7.0,61156.0,0.0,0.0,57.6944691,11.9607067
Chalmersgatan 18,Lägenhet,Lorensberg,Göteborgs kommun,79.0,3.0,2445.0,6200000,2022-05-24,12.0,78481.0,0.0,0.0,57.6987251,11.9745722
Kobergsgatan 22,Lägenhet,Strömmensberg,Göteborgs kommun,45.0,2.0,3161.0,2525000,2022-05-24,-2.0,56111.0,0.0,0.0,57.7205311,12.0156503
Hvitfeldtsgatan 11A,Lägenhet,Kungshöjd,Göteborgs kommun,56.0,2.0,3222.0,3300000,2022-05-24,-1.0,58929.0,0.0,0.0,57.7024073,11.9595908
Fredriksdalsgatan 5F,Lägenhet,Johanneberg,Göteborgs kommun,52.0,2.0,3726.0,2650000,2022-05-24,0.0,50962.0,0.0,0.0,57.6837317,11.9995665
Cosselsgatan 1C,Lägenhet,Johanneberg,Göteborgs kommun,69.8,3.0,4190.0,3900000,2022-05-24,8.0,55874.0,0.0,0.0,57.6824009,11.9915704
Nilssonsberg 13,Lägenhet,Linné,Göteborgs kommun,61.4,2.0,3055.0,3400000,2022-05-24,14.0,55375.0,0.0,0.0,57.694184,11.959248
Nolehultsvägen 1,Lägenhet,Tuv,Göteborgs kommun,61.0,2.0,3470.0,2875000,2022-05-24,17.0,47131.0,0.0,0.0,57.7538651,11.9287691
Drivhusgatan 13,Lägenhet,Johanneberg,Göteborgs kommun,58.0,2.0,3784.0,2775000,2022-05-24,8.0,47845.0,0.0,0.0,57.6854543,11.9961973
Sofiagatan 64 J,Lägenhet,Strömmensberg,Göteborgs kommun,52.0,2.0,2953.0,2800000,2022-05-23,17.0,53846.0,0.0,0.0,57.7213867,12.0209728
Åliden 4,Villa,Linnarhult,Göteborgs kommun,154.0,8.0,,4250000,2022-05-23,6.0,27597.0,794.1,110.0,57.78021905,12.063725825136082
Wrangelsgatan 6,Lägenhet,Lunden,Göteborgs kommun,71.0,3.0,5396.0,3195000,2022-05-23,0.0,45000.0,0.0,0.0,57.7119042,12.0025263
Södra vägen 6,Lägenhet,Lorensberg,Göteborgs kommun,40.0,1.0,1867.0,3500000,2022-05-23,3.0,87500.0,0.0,0.0,57.6993439,11.9806925
Kabelgatan 8,Lägenhet,Majorna,Göteborgs kommun,70.0,3.0,5184.0,4050000,2022-05-23,-1.0,57857.0,0.0,0.0,57.69164535,11.92384755506216
