address,housing_type,region,city,sqr_meter,nr_rooms,rent_month,final_price,sold_date,price_increase,price_sqr_m,land_area,other_srq
Lindholmsallén 53,Lägenhet,Lindholmen,Göteborgs kommun,52.2,2.0,3379.0,3300000.0,2022-03-31,18.0,63218.0,0.0,
Sveagatan 24,Lägenhet,Linnéstaden,Göteborgs kommun,57.0,2.0,3450.0,4300000.0,2022-03-31,2.0,75439.0,0.0,
Noleredsvägen 5D,Lägenhet,Torslanda - Centralt,Göteborgs kommun,58.5,3.0,3449.0,2680000.0,2022-03-31,0.0,45812.0,0.0,
Fornborgsgatan 2,Radhus,Torslanda - Centralt,Göteborgs kommun,122.0,4.0,,6400000.0,2022-03-31,,52459.0,0.0,0.0
Spektrumsgatan 39,Villa,Åkered,Göteborgs kommun,150.0,6.0,,6275000.0,2022-03-31,7.0,41833.0,0.0,0.0
Östra Eriksbergsgatan 81,Lägenhet,Eriksberg,Göteborgs kommun,58.0,2.0,2875.0,3310000.0,2022-03-31,11.0,57069.0,0.0,
Ångaren Ernas gata 8,Lägenhet,Sannegårdshamnen,Göteborgs kommun,97.0,4.0,4449.0,6680000.0,2022-03-31,,68866.0,0.0,
Övralidsgatan 11,Lägenhet,Hisings Backa,Göteborgs kommun,60.0,2.0,3750.0,1625000.0,2022-03-31,-2.0,27083.0,0.0,
Styrgången 1,Lägenhet,Eriksberg,Göteborgs kommun,84.0,3.0,4265.0,6205000.0,2022-03-31,24.0,73869.0,0.0,
Noleredsvägen 1A,Lägenhet,Torslanda - Centrum,Göteborgs kommun,71.5,3.0,4051.0,2780000.0,2022-03-31,11.0,38881.0,0.0,
Kraftrunegatan 44,Villa,Torslanda - Centralt,Göteborgs kommun,86.0,4.0,,5500000.0,2022-03-31,2.0,63953.0,0.0,0.0
Prilyckegatan 93,Lägenhet,Hisings Kärra,Göteborgs kommun,62.0,2.0,4474.0,2000000.0,2022-03-31,0.0,32258.0,0.0,
Harald Hjärnesgatan 18B,Lägenhet,Centrala Hisingen,Göteborgs kommun,52.0,2.0,3925.0,2100000.0,2022-03-31,5.0,40385.0,0.0,
Lönnrunan 151,Radhus,Torslanda - Centralt,Göteborgs kommun,115.0,6.0,,5500000.0,2022-03-31,0.0,47826.0,0.0,19.0
Västra Stillestorpsgatan 19,Lägenhet,Ramberget,Göteborgs kommun,96.5,4.0,6418.0,3150000.0,2022-03-31,5.0,32642.0,0.0,
Lasarettsgatan 6,Lägenhet,Kungshöjd,Göteborgs kommun,39.0,1.0,1789.0,3100000.0,2022-03-31,,79487.0,0.0,
Solhagagatan 62,Lägenhet,Hisings Kärra,Göteborgs kommun,76.6,3.0,5378.0,2340000.0,2022-03-31,7.0,30548.0,0.0,
Kabelgatan 15C,Lägenhet,Majorna - Gråberget,Göteborgs kommun,103.0,4.0,5892.0,5715000.0,2022-03-31,15.0,55485.0,0.0,
Sjömansgatan 7,Lägenhet,Gamla Masthugget,Göteborgs kommun,55.0,2.0,4193.0,4100000.0,2022-03-31,14.0,74545.0,0.0,
Valebergsvägen 211,Radhus,Billdal,Göteborgs kommun,129.0,5.0,,6500000.0,2022-03-31,,50388.0,0.0,0.0
Nordostpassagen 11,Lägenhet,Linnéstaden,Göteborgs kommun,80.2,3.0,3664.0,5000000.0,2022-03-31,11.0,62344.0,0.0,
Stampgatan 42,Lägenhet,Stampen,Göteborgs kommun,59.0,2.0,3017.0,2850000.0,2022-03-31,-5.0,48305.0,0.0,
Västra Stillestorpsgatan 15,Lägenhet,Centrala Hisingen,Göteborgs kommun,91.4,4.0,6310.0,3350000.0,2022-03-31,0.0,36652.0,0.0,
Gatugårdsvägen 7B,Radhus,Torslanda - Gatugården,Göteborgs kommun,122.0,4.0,,5450000.0,2022-03-31,,44672.0,0.0,0.0
Vintervädersgatan 15,Lägenhet,Biskopsgården,Göteborgs kommun,51.9,2.0,2893.0,1250000.0,2022-03-31,14.0,24085.0,0.0,
Sixten Camps Gata 10,Lägenhet,Nya Gårda,Göteborgs kommun,80.0,3.0,3916.0,5000000.0,2022-03-31,12.0,62500.0,0.0,
Sankt Pauligatan 40,Lägenhet,Lunden,Göteborgs kommun,170.0,6.0,3939.0,6500000.0,2022-03-31,0.0,81250.0,0.0,
Silvermyntsgatan 20,Lägenhet,Högsbo,Göteborgs kommun,67.0,3.0,4366.0,3200000.0,2022-03-31,12.0,47761.0,0.0,
Nordhemsgatan 65 B,Lägenhet,Linnéstaden,Göteborgs kommun,39.0,2.0,2775.0,3920000.0,2022-03-31,24.0,100513.0,0.0,
Prilyckegatan 373B,Lägenhet,Hisings Kärra,Göteborgs kommun,93.5,4.0,4440.0,3510000.0,2022-03-31,,37540.0,0.0,
Erlingsvägen 6,Villa,Centrala Hisingen - Kärrdalen,Göteborgs kommun,135.0,5.0,,6700000.0,2022-03-31,,49630.0,0.0,15.0
Mariagatan 13C,Lägenhet,Kungsladugård,Göteborgs kommun,77.0,2.5,3785.0,4850000.0,2022-03-31,17.0,62987.0,0.0,
Nordhemsgatan 22A,Lägenhet,Linnéstaden,Göteborgs kommun,83.0,3.0,3542.0,6250000.0,2022-03-31,6.0,75301.0,0.0,
Långedragsvägen 61B,Villa,Långedrag - Hagen,Göteborgs kommun,156.0,6.0,,9200000.0,2022-03-31,3.0,58974.0,0.0,0.0
Noleredsvägen 34,Radhus,Centralt,Göteborgs kommun,79.0,4.0,5456.0,4400000.0,2022-03-31,10.0,55696.0,0.0,0.0
Fritiof Anderssons gata 3,Lägenhet,Eriksberg,Göteborgs kommun,79.6,3.0,3465.0,5000000.0,2022-03-31,3.0,62814.0,0.0,
Spaldingsgatan 9,Lägenhet,Johanneberg,Göteborgs kommun,58.0,2.0,2743.0,3500000.0,2022-03-31,17.0,60345.0,0.0,
Musikvägen 24,Lägenhet,Ruddalen,Göteborgs kommun,70.0,3.0,4255.0,2650000.0,2022-03-31,0.0,37857.0,0.0,
Sixten Camps gata 6,Lägenhet,Nya Gårda,Göteborgs kommun,50.0,2.0,3210.0,3460000.0,2022-03-31,10.0,69200.0,0.0,
Orkestergatan 21,Lägenhet,Kaverös,Göteborgs kommun,45.0,1.5,1865.0,1950000.0,2022-03-31,0.0,43333.0,0.0,
Rambergsvägen 5C,Lägenhet,Centrala Hisingen,Göteborgs kommun,38.0,1.0,3279.0,1650000.0,2022-03-31,0.0,43421.0,0.0,
Penselgatan 6,Lägenhet,Centrala Hisingen,Göteborgs kommun,80.0,3.0,4811.0,4210000.0,2022-03-31,5.0,52625.0,0.0,
Sveagatan 23A,Lägenhet,Linnéstaden,Göteborgs kommun,84.0,2.5,6020.0,6950000.0,2022-03-31,17.0,82738.0,0.0,
Sveagatan 29,Lägenhet,Linné,Göteborgs kommun,64.9,2.0,4237.0,4175000.0,2022-03-31,0.0,64330.0,0.0,
Nordostpassagen 20,Lägenhet,Linné,Göteborgs kommun,63.0,2.0,4036.0,4420000.0,2022-03-31,11.0,70159.0,0.0,
Vantgatan 3 E,Lägenhet,Majorna,Göteborgs kommun,41.0,2.0,2989.0,2590000.0,2022-03-31,9.0,63171.0,0.0,
Gräddgatan 7,Lägenhet,Kallebäck,Göteborgs kommun,67.5,3.0,4016.0,3400000.0,2022-03-30,,50370.0,0.0,
Skolgatan 7A,Lägenhet,Haga,Göteborgs kommun,77.9,3.0,6051.0,4760000.0,2022-03-30,16.0,61104.0,0.0,
Sankt Jörgens Allé 1,Lägenhet,Centrala Hisingen,Göteborgs kommun,83.0,3.0,5317.0,3000000.0,2022-03-30,0.0,36145.0,0.0,
Killingegången 11,Radhus,Långedrag - Hagen,Göteborgs kommun,169.0,6.0,,8250000.0,2022-03-30,7.0,48817.0,0.0,8.0
Hvitfeldtsgatan 1,Lägenhet,Kungshöjd,Göteborgs kommun,123.9,3.0,5891.0,8370000.0,2022-03-30,5.0,67554.0,0.0,
Kransen 5,Lägenhet,Strömmensberg,Göteborgs kommun,53.0,2.0,3242.0,2795000.0,2022-03-30,0.0,52736.0,0.0,
Lillekärr Södra 122,Lägenhet,Hisings Kärra,Göteborgs kommun,62.5,2.5,4208.0,1590000.0,2022-03-30,0.0,25440.0,0.0,
Mandolingatan 3,Lägenhet,Ruddalen,Göteborgs kommun,68.0,3.0,3643.0,2750000.0,2022-03-30,10.0,40441.0,0.0,
Holmbacken 4,Lägenhet,Skintebo - Billdal,Göteborgs kommun,85.0,4.0,5652.0,4500000.0,2022-03-30,,52941.0,0.0,
Trondheimsgatan 5,Villa,Bräcke,Göteborgs kommun,90.0,5.0,,7400000.0,2022-03-30,,82222.0,0.0,91.0
Mölndalsvägen 35,Lägenhet,Almedal,Göteborgs kommun,65.5,2.0,3549.0,3550000.0,2022-03-30,13.0,54198.0,0.0,
Teleskopgatan 14,Lägenhet,Bergsjön,Göteborgs kommun,73.0,3.0,5051.0,1550000.0,2022-03-30,4.0,21233.0,0.0,
Turkosgatan 19,Lägenhet,Tynnered,Göteborgs kommun,70.2,3.0,4344.0,1900000.0,2022-03-30,,27066.0,0.0,
Önskevädersgatan 31,Lägenhet,Biskopsgården,Göteborgs kommun,75.1,3.0,4689.0,1400000.0,2022-03-30,0.0,18642.0,0.0,
Övre Djupedalsgatan 9B,Lägenhet,Linnéstaden,Göteborgs kommun,74.0,3.0,3882.0,6650000.0,2022-03-30,6.0,89865.0,0.0,
Graffmansgatan 6,Radhus,Örgryte,Göteborgs kommun,136.0,5.0,,9600000.0,2022-03-30,14.0,70588.0,0.0,59.0
Nordhemsgatan 30,Lägenhet,Linnéstaden,Göteborgs kommun,90.0,4.0,5303.0,6675000.0,2022-03-30,14.0,74167.0,0.0,
Södra Vägen 81,Lägenhet,Johanneberg/Lorensberg,Göteborgs kommun,66.0,2.5,2420.0,4710000.0,2022-03-30,13.0,71364.0,0.0,
Toleredsgatan 21,Lägenhet,Slättadamm- C  Hisingen,Göteborgs kommun,53.0,2.0,4261.0,1995000.0,2022-03-30,0.0,37642.0,0.0,
Mölndalsvägen 87F,Lägenhet,Johanneberg - Almedal,Göteborgs kommun,78.0,3.0,4031.0,4800000.0,2022-03-30,,61538.0,0.0,
Ostgatan 14,Lägenhet,Kallebäck,Göteborgs kommun,83.0,4.0,5764.0,3400000.0,2022-03-30,14.0,40964.0,0.0,
Föreningsgatan 18C,Lägenhet,Vasastaden,Göteborgs kommun,66.0,2.0,4017.0,3580000.0,2022-03-30,3.0,54242.0,0.0,
Gyllenstensgatan 1,Lägenhet,Kålltorp,Göteborgs kommun,61.0,2.0,2546.0,3210000.0,2022-03-30,9.0,52623.0,0.0,
Herregårdsgärdet 9,Radhus,Hjällbo,Göteborgs kommun,118.0,5.0,,3550000.0,2022-03-30,8.0,30085.0,0.0,41.0
Värslevägen 41,Lägenhet,Vita Fläcken,Göteborgs kommun,75.6,3.0,4642.0,2975000.0,2022-03-30,5.0,39352.0,0.0,
Linnégatan 61,Lägenhet,Linné,Göteborgs kommun,93.5,3.5,2904.0,9800000.0,2022-03-30,0.0,104813.0,0.0,
Södra vägen 63,Lägenhet,Lorensberg,Göteborgs kommun,75.0,3.0,3472.0,5200000.0,2022-03-30,11.0,69333.0,0.0,
Långängen 8B,Lägenhet,Centrala Hisingen,Göteborgs kommun,54.0,2.0,3353.0,2795000.0,2022-03-30,0.0,51759.0,0.0,
Hisingsgatan 10,Lägenhet,Centrala Hisingen,Göteborgs kommun,42.0,1.5,3212.0,2300000.0,2022-03-30,2.0,54762.0,0.0,
Erisgatan 23,Lägenhet,Bergsjön,Göteborgs kommun,68.0,3.0,3805.0,1975000.0,2022-03-30,4.0,29044.0,0.0,
Doktor Forselius gata 16,Lägenhet,Guldheden,Göteborgs kommun,120.0,6.0,7510.0,6075000.0,2022-03-30,,50625.0,0.0,
Nordostpassagen 57,Lägenhet,Linné,Göteborgs kommun,83.0,3.0,4284.0,5450000.0,2022-03-30,12.0,65663.0,0.0,
Önskevädersgatan 19,Lägenhet,Biskopsgården,Göteborgs kommun,55.9,2.0,3642.0,1460000.0,2022-03-30,13.0,26118.0,0.0,
Väderbodarna 5,Lägenhet,Hisingen,Göteborgs kommun,60.0,2.0,3676.0,1495000.0,2022-03-30,50.0,24917.0,0.0,
Nilssonsberg 10,Lägenhet,Linné,Göteborgs kommun,58.7,2.0,3166.0,3860000.0,2022-03-30,11.0,65758.0,0.0,
Björklundavägen 12,Lägenhet,Nya Hovås,Göteborgs kommun,67.0,2.0,3381.0,3760000.0,2022-03-30,26.0,56119.0,0.0,
Brännö Strandängar,Lägenhet,Styrsö,Göteborgs kommun,58.3,2.0,2915.0,2950000.0,2022-03-29,0.0,50600.0,0.0,
Nordhemsgatan 63B,Lägenhet,Linnéstaden,Göteborgs kommun,37.0,1.0,1887.0,3200000.0,2022-03-29,8.0,86486.0,0.0,
Linnégatan 43,Lägenhet,Linnéstaden,Göteborgs kommun,42.0,1.0,2498.0,3600000.0,2022-03-29,,85714.0,0.0,
Halvtumsgatan 12,Lägenhet,Högsbo,Göteborgs kommun,71.0,3.0,4230.0,2800000.0,2022-03-29,0.0,39437.0,0.0,
Harald Hjärnesgatan 13C,Lägenhet,Centrala Hisingen,Göteborgs kommun,51.0,2.0,4003.0,2300000.0,2022-03-29,0.0,45098.0,0.0,
Tredje Långgatan 32A,Lägenhet,Linnéstaden,Göteborgs kommun,42.0,1.5,2520.0,3350000.0,2022-03-29,3.0,79762.0,0.0,
Kastellgatan 21B,Lägenhet,Linné,Göteborgs kommun,47.0,2.0,2963.0,3750000.0,2022-03-29,10.0,79787.0,0.0,
Brännö Strandängar,Lägenhet,Styrsö,Göteborgs kommun,46.7,1.0,2335.0,2375000.0,2022-03-29,0.0,50857.0,0.0,
Bredängen 39,Lägenhet,Skintebo,Göteborgs kommun,39.0,1.0,3255.0,2170000.0,2022-03-29,-1.0,55641.0,0.0,
Tornväktaregatan 6B,Radhus,Utby,Göteborgs kommun,98.5,5.0,,5150000.0,2022-03-29,24.0,52284.0,0.0,0.0
Teleskopgatan 8,Lägenhet,Bergsjön,Göteborgs kommun,96.5,4.0,5773.0,2000000.0,2022-03-29,0.0,20725.0,0.0,
Sibbajordslyckan 1,Tomt,Olofstorp,Göteborgs kommun,,,,1300000.0,2022-03-29,-18.0,,0.0,0.0
Gamla tumlehedsvägen 3,Lägenhet,Centralt,Göteborgs kommun,77.9,3.0,4791.0,3000000.0,2022-03-29,4.0,38511.0,0.0,
Fagergläntan 47,Fritidshus,Hisingen,Göteborgs kommun,,,,975000.0,2022-03-29,-2.0,,0.0,0.0
Hallekullevägen 28,Villa,Hovås - Skinteboplatån,Göteborgs kommun,212.0,9.0,,11050000.0,2022-03-29,-2.0,52123.0,0.0,64.0
Rustmästaregatan 13,Lägenhet,Kviberg,Göteborgs kommun,79.0,3.0,4581.0,3800000.0,2022-03-29,3.0,48101.0,0.0,
Östra Eriksbergsgatan 87,Lägenhet,Eriksberg,Göteborgs kommun,38.0,1.0,1994.0,2450000.0,2022-03-29,,64474.0,0.0,
Bergskogsgatan 1,Villa,Källehöjden,Göteborgs kommun,114.0,5.0,,6250000.0,2022-03-29,6.0,54825.0,0.0,78.0
Briljantgatan 78,Lägenhet,Tynnered,Göteborgs kommun,70.0,3.0,3723.0,1950000.0,2022-03-29,3.0,27857.0,0.0,
Vallhamnsgatan 98,Radhus,Näset,Göteborgs kommun,130.0,4.0,,5760000.0,2022-03-29,-1.0,44308.0,0.0,0.0
"Friggagatan 3C, vån 5 / 6",Lägenhet,Stampen,Göteborgs kommun,96.9,4.0,4794.0,6050000.0,2022-03-29,13.0,62436.0,0.0,
Axelinas väg 12,Villa,Torslanda-Hästevik,Göteborgs kommun,124.0,4.0,6257.0,6130000.0,2022-03-29,-2.0,49435.0,0.0,0.0
Slottsskogsgatan 71B,Lägenhet,Majorna,Göteborgs kommun,47.0,2.0,2841.0,2980000.0,2022-03-29,11.0,63404.0,0.0,
Ättehögsgatan 10A,Lägenhet,Munkebäck,Göteborgs kommun,37.0,1.0,2435.0,2100000.0,2022-03-29,0.0,56757.0,0.0,
Kunga-Amandas Gränd 1,Lägenhet,Hovås,Göteborgs kommun,31.5,1.0,2123.0,2250000.0,2022-03-29,0.0,71429.0,0.0,
Famngatan 30,Lägenhet,Högsbo,Göteborgs kommun,47.0,2.0,3064.0,2630000.0,2022-03-29,0.0,55957.0,0.0,
Taklöksvägen 4,Lägenhet,Hildedal,Göteborgs kommun,78.0,3.0,3800.0,3950000.0,2022-03-29,10.0,50641.0,0.0,
Övre Husargatan 27,Lägenhet,Linnéstaden,Göteborgs kommun,100.0,3.0,5548.0,8350000.0,2022-03-29,11.0,83500.0,0.0,
Uppegårdsliden 16,Radhus,Grimmered,Göteborgs kommun,136.0,5.0,,7720000.0,2022-03-29,19.0,56765.0,0.0,10.0
Föreningsgatan 4A,Lägenhet,Centrum - Vasastaden,Göteborgs kommun,143.0,5.0,5916.0,11000000.0,2022-03-29,16.0,76923.0,0.0,
Sävenäsgatan 3B,Lägenhet,Munkebäck,Göteborgs kommun,48.5,2.0,3408.0,2375000.0,2022-03-29,4.0,48969.0,0.0,
Styrfarten 2A,Lägenhet,Eriksberg,Göteborgs kommun,59.0,2.0,1951.0,3425000.0,2022-03-29,5.0,58051.0,0.0,
Stabbegatan 83,Lägenhet,Björkekärr,Göteborgs kommun,53.0,2.0,3624.0,2350000.0,2022-03-29,9.0,44340.0,0.0,
Kvillegatan 1,Lägenhet,Centrala Hisingen,Göteborgs kommun,99.0,5.0,5091.0,4820000.0,2022-03-29,3.0,48687.0,0.0,
Båtsman Rems gata 19,Radhus,Hisings Backa,Göteborgs kommun,115.0,6.0,,5550000.0,2022-03-29,8.0,48261.0,0.0,17.0
Mölnesjögatan 119,Villa,Angered Rannebergen,Göteborgs kommun,141.0,4.0,,3875000.0,2022-03-29,1.0,27482.0,0.0,0.0
Norra Fjädermolnsgatan 29,Lägenhet,Länsmansgården,Göteborgs kommun,76.0,3.0,4546.0,2720000.0,2022-03-29,10.0,35789.0,0.0,
Ebbe Lieberathsgatan 16C,Lägenhet,Almedal/Johanneberg,Göteborgs kommun,53.5,2.0,3134.0,3095000.0,2022-03-29,0.0,57850.0,0.0,
Liedstrandsgatan 12,Lägenhet,Lunden,Göteborgs kommun,54.0,2.0,2611.0,3764000.0,2022-03-29,18.0,69704.0,0.0,
Jättegrytsgatan 2A,Lägenhet,Örgryte/Jakobsdal,Göteborgs kommun,130.0,4.5,7146.0,6990000.0,2022-03-29,0.0,53769.0,0.0,
Lillekärr södra 184,Lägenhet,Hisings Kärra,Göteborgs kommun,62.0,2.0,4450.0,2000000.0,2022-03-29,4.0,32258.0,0.0,
Södra vägen 68B,Lägenhet,Lorensberg,Göteborgs kommun,39.0,1.0,2811.0,2600000.0,2022-03-29,0.0,66667.0,0.0,
Ulfsparregatan 26,Lägenhet,Lunden,Göteborgs kommun,50.0,2.0,2741.0,3500000.0,2022-03-29,10.0,70000.0,0.0,
Framnäsgatan 18A,Lägenhet,Johanneberg - Almedal,Göteborgs kommun,74.0,3.0,3870.0,3760000.0,2022-03-29,8.0,50811.0,0.0,
Prilyckegatan 443,Radhus,Hisings Kärra,Göteborgs kommun,103.5,4.0,7139.0,3100000.0,2022-03-29,7.0,29952.0,0.0,0.0
Båtsman Kapers gata 14,Lägenhet,Backatorp,Göteborgs kommun,93.3,4.0,5843.0,3210000.0,2022-03-29,9.0,34405.0,0.0,
Skogaberg 91,Villa,Sankt Jörgen,Göteborgs kommun,98.0,4.0,,5380000.0,2022-03-28,4.0,54898.0,0.0,0.0
Heidenstams gata 5,Lägenhet,Hisings Backa,Göteborgs kommun,60.0,2.0,4266.0,1695000.0,2022-03-28,0.0,28250.0,0.0,
Antenngatan 41a,Lägenhet,Järnbrott,Göteborgs kommun,64.0,3.0,5705.0,3000000.0,2022-03-28,7.0,46875.0,0.0,
Kobbarnas väg 5,Lägenhet,Olskroken,Göteborgs kommun,65.0,2.0,3347.0,3100000.0,2022-03-28,3.0,47692.0,0.0,
Marbogatan 4C,Lägenhet,Gamlestaden,Göteborgs kommun,36.5,1.0,2863.0,1760000.0,2022-03-28,4.0,48219.0,0.0,
Stekastigen 6,Lägenhet,Agnesberg,Göteborgs kommun,60.5,2.0,4689.0,1440000.0,2022-03-28,7.0,23802.0,0.0,
Långängen 41C,Lägenhet,Kvillebäcken,Göteborgs kommun,52.0,2.0,2218.0,2400000.0,2022-03-28,0.0,46154.0,0.0,
Skogsmilsgatan 25,Lägenhet,Kaverös,Göteborgs kommun,75.0,3.0,4364.0,2900000.0,2022-03-28,4.0,38667.0,0.0,
Storkgatan 6C,Lägenhet,Bagaregården,Göteborgs kommun,40.3,1.0,2075.0,2540000.0,2022-03-28,21.0,63027.0,0.0,
Klåva gårdsväg 1E,Radhus,Hovås,Göteborgs kommun,132.0,4.0,5910.0,6500000.0,2022-03-28,4.0,49242.0,0.0,0.0
Kavaljersgatan 8,Lägenhet,Hisingen,Göteborgs kommun,65.0,2.0,4575.0,1400000.0,2022-03-28,0.0,21538.0,0.0,
Seglaregatan 35,Lägenhet,Göteborg,Göteborgs kommun,64.0,2.0,4746.0,3050000.0,2022-03-28,5.0,47656.0,0.0,
Herkulesgatan 18A,Lägenhet,Centrala Hisingen,Göteborgs kommun,40.0,1.0,2932.0,1850000.0,2022-03-28,0.0,46250.0,0.0,
Morängatan 12,Lägenhet,Strömmensberg,Göteborgs kommun,47.0,2.0,3373.0,2215000.0,2022-03-28,3.0,47128.0,0.0,
Fruktträdsgatan 7,Lägenhet,Hildedal,Göteborgs kommun,70.0,3.0,3465.0,3400000.0,2022-03-28,-1.0,48571.0,0.0,
Stabbegatan 17,Lägenhet,Björkekärr,Göteborgs kommun,62.0,3.0,3715.0,2950000.0,2022-03-28,6.0,47581.0,0.0,
Västergatan 22,Lägenhet,Linné,Göteborgs kommun,100.0,4.0,4620.0,11650000.0,2022-03-28,38.0,116500.0,0.0,
Nya Älvegårdsvägen 7,Lägenhet,Torslanda - Lilleby,Göteborgs kommun,59.6,3.0,3011.0,3600000.0,2022-03-28,0.0,60403.0,0.0,
Gröna Annas gata 1,Lägenhet,Centrala Hisingen,Göteborgs kommun,95.0,4.0,4502.0,4700000.0,2022-03-28,0.0,49474.0,0.0,
Beryllgatan 44,Lägenhet,Tynnered,Göteborgs kommun,67.5,2.0,4217.0,2520000.0,2022-03-28,15.0,37333.0,0.0,
Trollrunan 6,Radhus,Torslanda - Centrum,Göteborgs kommun,120.0,4.0,,5300000.0,2022-03-28,0.0,44167.0,0.0,0.0
Noleredsvägen 15D,Lägenhet,Torslanda - Centralt,Göteborgs kommun,32.0,1.0,2128.0,1695000.0,2022-03-28,0.0,52969.0,0.0,
Kapplandsgatan 118A,Lägenhet,Högsbo,Göteborgs kommun,54.8,2.0,3207.0,2600000.0,2022-03-28,9.0,47445.0,0.0,
Bäckegatan 20,Lägenhet,Masthugget,Göteborgs kommun,77.0,3.0,4509.0,5200000.0,2022-03-28,,67532.0,0.0,
Nickes väg 100,Radhus,Torslanda - Centralt,Göteborgs kommun,78.1,3.0,5677.0,3400000.0,2022-03-28,,43534.0,0.0,0.0
Teatergatan 17,Lägenhet,Lorensberg,Göteborgs kommun,60.0,2.0,1858.0,4750000.0,2022-03-27,7.0,79167.0,0.0,
Stockholmsgatan 40P,Lägenhet,Bagaregården,Göteborgs kommun,64.5,2.0,3791.0,4040000.0,2022-03-27,11.0,62636.0,0.0,
Middagsgatan 10,Radhus,Kortedala,Göteborgs kommun,107.0,5.0,,3500000.0,2022-03-27,,32710.0,0.0,5.0
Wingårdsgatan 11B,Lägenhet,Kålltorp,Göteborgs kommun,54.0,2.0,3371.0,3000000.0,2022-03-27,3.0,55556.0,0.0,
Uddeholmsgatan 10,Lägenhet,Munkebäck,Göteborgs kommun,78.7,3.0,4924.0,3625000.0,2022-03-27,4.0,46061.0,0.0,
Sagogången 26,Lägenhet,Backadalen - Hisings Backa,Göteborgs kommun,35.0,5.0,6623.0,2800000.0,2022-03-27,2.0,35443.0,0.0,
Klaras ängar 50,Fritidshus,Kortedala,Göteborgs kommun,,,,815000.0,2022-03-27,-14.0,,0.0,0.0
Kungsgatan 9 A,Lägenhet,Kungshöjd,Göteborgs kommun,61.0,2.0,2610.0,4630000.0,2022-03-27,16.0,75902.0,0.0,
Myrbovägen 22,Villa,Torslanda,Göteborgs kommun,197.2,5.0,,7850000.0,2022-03-26,5.0,39807.0,0.0,0.0
Linnégatan 45,Lägenhet,Linné,Göteborgs kommun,45.0,2.0,2702.0,3550000.0,2022-03-26,,78889.0,0.0,
Wrangelsgatan 2B,Lägenhet,Lunden,Göteborgs kommun,64.0,2.5,4243.0,3350000.0,2022-03-26,12.0,52344.0,0.0,
Fjällbackagatan 15,Radhus,Vidkärr,Göteborgs kommun,160.0,8.0,,9500000.0,2022-03-26,0.0,59375.0,0.0,74.0
Trombongatan 7,Lägenhet,Frölunda,Göteborgs kommun,86.0,3.0,5282.0,5500000.0,2022-03-26,43.0,63953.0,0.0,
Vintergatan 5,Lägenhet,Sannegården,Göteborgs kommun,86.0,3.0,3117.0,5400000.0,2022-03-25,10.0,62791.0,0.0,
Sankt Jörgens Väg 10B,Lägenhet,Hisings Backa,Göteborgs kommun,75.0,3.0,4135.0,3300000.0,2022-03-25,10.0,44000.0,0.0,
Doktor Allards gata 10,Lägenhet,Guldheden,Göteborgs kommun,46.5,2.0,2739.0,3050000.0,2022-03-25,5.0,65591.0,0.0,
Norra Gubberogatan 9,Lägenhet,Olskroken,Göteborgs kommun,39.0,2.0,2691.0,2610000.0,2022-03-25,5.0,66923.0,0.0,
Klarinettgatan 8,Lägenhet,Ruddalen,Göteborgs kommun,66.0,3.0,4049.0,2830000.0,2022-03-25,18.0,42879.0,0.0,
Ebbe Lieberathsgatan 16C,Lägenhet,Krokslätt,Göteborgs kommun,53.5,2.0,2392.0,3120000.0,2022-03-25,4.0,58318.0,0.0,
Klostergången 13,Lägenhet,Masthugget,Göteborgs kommun,40.5,1.5,2438.0,2800000.0,2022-03-25,14.0,69136.0,0.0,
Famngatan 32,Lägenhet,Högsbo,Göteborgs kommun,70.0,3.0,4564.0,3350000.0,2022-03-25,0.0,47857.0,0.0,
Vantgatan 1G,Lägenhet,Majorna,Göteborgs kommun,41.0,1.0,2889.0,2300000.0,2022-03-25,7.0,56098.0,0.0,
Sixten Camps gata 8,Lägenhet,Nya Gårda,Göteborgs kommun,91.0,4.0,5316.0,6000000.0,2022-03-25,9.0,65934.0,0.0,
Linnégatan 55,Lägenhet,Linnéstaden,Göteborgs kommun,53.0,1.0,2882.0,4000000.0,2022-03-25,16.0,75472.0,0.0,
Bandtraktorgatan 6,Lägenhet,Angered,Göteborgs kommun,72.0,3.0,4223.0,2225000.0,2022-03-25,,30903.0,0.0,
Kvartettgången 25,Fritidshus,Säve,Göteborgs kommun,,,,550000.0,2022-03-25,-19.0,,0.0,0.0
Kobbarnas väg 5,Lägenhet,Olskroken,Göteborgs kommun,52.0,2.0,2757.0,3100000.0,2022-03-25,,59615.0,0.0,
Myntgatan 10B,Lägenhet,Centrala Hisingen,Göteborgs kommun,49.0,2.0,3902.0,2075000.0,2022-03-25,9.0,42347.0,0.0,
Guldringen 29,Lägenhet,Norra Tynnered,Göteborgs kommun,45.5,1.5,3210.0,1850000.0,2022-03-25,0.0,40659.0,0.0,
Bangatan 56,Lägenhet,Majorna,Göteborgs kommun,76.3,3.0,3887.0,4500000.0,2022-03-25,0.0,58978.0,0.0,
"Östra Eriksbergsgatan 87, BV",Lägenhet,Eriksberg,Göteborgs kommun,38.0,1.0,1994.0,2500000.0,2022-03-25,11.0,65789.0,0.0,
Briljantgatan 86D,Lägenhet,Västra Frölunda,Göteborgs kommun,26.0,1.0,1682.0,1400000.0,2022-03-25,1.0,53846.0,0.0,
