address,housing_type,region,city,sqr_meter,nr_rooms,rent_month,final_price,sold_date,price_increase,price_sqr_m,land_area,other_srq
Götaverksgatan 20 vån 15 av 16,Lägenhet,Lindholmen,Göteborgs kommun,35.0,1.0,2669.0,2550000.0,2022-03-25,6.0,72857.0,0.0,
Krusbärsgången 175,Fritidshus,Torpakolonin,Göteborgs kommun,,,,1400000.0,2022-03-25,27.0,,0.0,0.0
Östra Midvintersgatan 12,Lägenhet,Kortedala,Göteborgs kommun,61.0,3.0,4045.0,1635000.0,2022-03-25,5.0,26803.0,0.0,
Övre Sanatoriegatan 60,Lägenhet,Kålltorp,Göteborgs kommun,38.0,1.0,1584.0,3100000.0,2022-03-25,,81579.0,0.0,
Juteskärsgatan 76,Radhus,Önnered,Göteborgs kommun,162.0,4.0,,7400000.0,2022-03-25,6.0,45679.0,0.0,5.0
Långströmsgatan 4 D,Lägenhet,Centrala Hisingen,Göteborgs kommun,53.0,2.0,2929.0,2400000.0,2022-03-25,0.0,45283.0,0.0,
Landerigatan 6C,Lägenhet,Bagaregården,Göteborgs kommun,20.0,5.0,6255.0,7990000.0,2022-03-25,15.0,61462.0,0.0,
Storkgatan 5 B,Lägenhet,Bagaregården,Göteborgs kommun,64.0,3.0,3176.0,4300000.0,2022-03-25,,67188.0,0.0,
Västra Stillestorpsgatan 11,Lägenhet,Centrala Hisingen,Göteborgs kommun,42.0,2.0,3293.0,2100000.0,2022-03-25,5.0,50000.0,0.0,
Kapplandsgatan 34,Lägenhet,Högsbo,Göteborgs kommun,26.8,1.0,1780.0,1650000.0,2022-03-25,0.0,61567.0,0.0,
Bellmansgatan 11A,Lägenhet,Vasastaden,Göteborgs kommun,59.0,2.0,3199.0,4200000.0,2022-03-25,0.0,71186.0,0.0,
Andra långgatan 32,Lägenhet,Linné,Göteborgs kommun,54.0,2.0,2766.0,3150000.0,2022-03-25,6.0,58333.0,0.0,
Sollidsgatan 6,Villa,Majorna,Göteborgs kommun,130.0,5.0,,12000000.0,2022-03-25,0.0,92308.0,0.0,37.0
Poetgatan 75,Radhus,Bällskär,Göteborgs kommun,116.0,4.0,,4840000.0,2022-03-25,23.0,41724.0,0.0,0.0
Karl johansgatan 62,Lägenhet,Majorna,Göteborgs kommun,48.0,2.0,3478.0,3100000.0,2022-03-25,11.0,64583.0,0.0,
Bällsrogatan 9,Villa,Bällskär,Göteborgs kommun,78.0,4.0,,4400000.0,2022-03-25,13.0,56410.0,0.0,50.0
Monsungatan 77,Lägenhet,Eriksberg,Göteborgs kommun,65.0,3.0,3360.0,5600000.0,2022-03-25,12.0,86154.0,0.0,
Svanebäcksgatan 20C,Lägenhet,Majorna,Göteborgs kommun,54.0,2.0,2720.0,3300000.0,2022-03-25,5.0,61111.0,0.0,
Önskevädersgatan 21,Lägenhet,Biskopsgården,Göteborgs kommun,77.2,4.0,4862.0,1895000.0,2022-03-25,2.0,24547.0,0.0,
Engelbrektsgatan 10,Lägenhet,Vasastaden,Göteborgs kommun,107.0,3.0,5691.0,8000000.0,2022-03-25,0.0,74766.0,0.0,
Kyrkogatan 42B,Lägenhet,Inom Vallgraven,Göteborgs kommun,61.0,2.0,3789.0,4000000.0,2022-03-25,4.0,65574.0,0.0,
Margit Halls Gata 57,Lägenhet,Kviberg,Göteborgs kommun,48.0,2.0,2757.0,2675000.0,2022-03-25,8.0,55729.0,0.0,
Oterdahlsgatan 11D,Lägenhet,Centrala Hisingen,Göteborgs kommun,47.5,2.0,3968.0,1825000.0,2022-03-25,8.0,38421.0,0.0,
Bäfverfeltsgatan 3,Villa,Örgryte,Göteborgs kommun,161.0,7.0,,14150000.0,2022-03-25,6.0,87888.0,0.0,53.0
Olivedalsgatan 4,Lägenhet,Linné,Göteborgs kommun,88.2,3.0,5040.0,6500000.0,2022-03-25,0.0,73696.0,0.0,
Brunstorps hage 42,Radhus,Säve,Göteborgs kommun,94.0,5.0,,5300000.0,2022-03-24,,56383.0,0.0,22.0
Blåsutgatan 21,Lägenhet,Majorna,Göteborgs kommun,61.0,3.0,3622.0,3365000.0,2022-03-24,18.0,55164.0,0.0,
Paradisgatan 27Q,Lägenhet,Gamla Masthugget,Göteborgs kommun,41.0,2.0,2815.0,3160000.0,2022-03-24,13.0,77073.0,0.0,
Hinderbanan 14,Lägenhet,Kviberg,Göteborgs kommun,102.0,4.0,5594.0,4800000.0,2022-03-24,0.0,47059.0,0.0,
Träringen 16,Lägenhet,Björkekärr,Göteborgs kommun,53.0,2.0,3889.0,2700000.0,2022-03-24,,50943.0,0.0,
Madängsgatan 4C,Lägenhet,Brämaregården,Göteborgs kommun,34.0,1.0,2339.0,1930000.0,2022-03-24,8.0,56765.0,0.0,
Kolonigatan 3A,Lägenhet,Landala Egnahem,Göteborgs kommun,68.0,3.0,3615.0,4200000.0,2022-03-24,18.0,61765.0,0.0,
Mölndalsvägen 27,Lägenhet,Almedal/Johanneberg,Göteborgs kommun,78.0,3.0,4034.0,3900000.0,2022-03-24,4.0,50000.0,0.0,
Föreningsgatan 16B,Lägenhet,Vasastaden,Göteborgs kommun,48.0,2.0,3048.0,3250000.0,2022-03-24,9.0,67708.0,0.0,
Gustavsplatsen 1H,Lägenhet,Bagaregården,Göteborgs kommun,39.5,1.0,2971.0,2325000.0,2022-03-24,6.0,58861.0,0.0,
Hallegatan 13,Lägenhet,Centrala Hisingen,Göteborgs kommun,75.0,3.0,4195.0,2950000.0,2022-03-24,2.0,39333.0,0.0,
Fölvägen 14,Lägenhet,Gerrebacka,Göteborgs kommun,78.5,3.0,4697.0,3150000.0,2022-03-24,,40127.0,0.0,
Doktor Forselius Gata 36,Lägenhet,Guldheden,Göteborgs kommun,81.5,4.0,5210.0,4200000.0,2022-03-24,0.0,51534.0,0.0,
Kommendörsgatan 19C,Lägenhet,Majorna,Göteborgs kommun,81.0,3.0,3811.0,5820000.0,2022-03-24,29.0,71852.0,0.0,
Prilyckegatan 87,Lägenhet,Hisings Kärra,Göteborgs kommun,75.5,3.5,4608.0,2300000.0,2022-03-24,5.0,30464.0,0.0,
Norra Fjädermolnsgatan 27,Lägenhet,Länsmansgården,Göteborgs kommun,69.0,3.0,3734.0,2550000.0,2022-03-24,,36957.0,0.0,
Borstbindaregatan 3,Lägenhet,Centrala Hisingen,Göteborgs kommun,64.5,2.0,3829.0,3315000.0,2022-03-24,4.0,51395.0,0.0,
Birkagatan 45B,Lägenhet,Örgryte,Göteborgs kommun,52.0,2.0,3720.0,3100000.0,2022-03-24,5.0,59615.0,0.0,
Bildradiogatan 8C,Lägenhet,Järnbrott,Göteborgs kommun,50.0,2.0,2885.0,2595000.0,2022-03-24,0.0,51900.0,0.0,
Anna branzells gata 4,Lägenhet,Kviberg,Göteborgs kommun,38.5,1.5,2330.0,2250000.0,2022-03-24,8.0,58442.0,0.0,
Gjutegården 12,Radhus,Askim - Gjutegården,Göteborgs kommun,118.0,5.0,,6750000.0,2022-03-24,0.0,57203.0,0.0,16.0
Utåkersgatan 3B,Lägenhet,Kålltorp,Göteborgs kommun,87.0,3.0,5927.0,3830000.0,2022-03-24,1.0,44023.0,0.0,
Västgötagatan 11,Lägenhet,Heden,Göteborgs kommun,113.0,3.0,4767.0,7600000.0,2022-03-24,,67257.0,0.0,
Runslingan 60,Radhus,Torslanda - Centralt,Göteborgs kommun,112.0,5.0,,5260000.0,2022-03-24,17.0,46964.0,0.0,0.0
Knapebacken 46,Radhus,Sisjön/Askim,Göteborgs kommun,161.0,6.0,,9425000.0,2022-03-24,11.0,58540.0,0.0,29.0
Norra Skeppspromenaden 13,Lägenhet,Eriksberg,Göteborgs kommun,66.8,2.0,4276.0,4075000.0,2022-03-24,9.0,61003.0,0.0,
Wingårdsgatan 1A,Lägenhet,Kålltorp,Göteborgs kommun,40.0,1.0,2522.0,2350000.0,2022-03-24,18.0,58750.0,0.0,
Gibraltargatan 66,Lägenhet,Johanneberg,Göteborgs kommun,65.0,3.0,3459.0,4400000.0,2022-03-24,13.0,67692.0,0.0,
Nordostpassagen 29,Lägenhet,Linné,Göteborgs kommun,78.0,3.0,3276.0,3620000.0,2022-03-24,1.0,46410.0,0.0,
Rappedalsvägen 5D,Radhus,Angered,Göteborgs kommun,120.5,4.0,8174.0,1800000.0,2022-03-24,9.0,14938.0,0.0,0.0
Lådämnesgatan 25,Lägenhet,Björkekärr,Göteborgs kommun,54.0,2.0,3740.0,2550000.0,2022-03-24,2.0,47222.0,0.0,
Enebergsvägen 7,Villa,Krabbeliderna,Göteborgs kommun,123.0,4.0,,4620000.0,2022-03-24,16.0,37561.0,0.0,57.0
Penselgatan 20,Lägenhet,Kvillebäcken,Göteborgs kommun,51.0,2.0,2722.0,2825000.0,2022-03-24,1.0,55392.0,0.0,
Värslevägen 49,Lägenhet,Askim - Vita Fläcken,Göteborgs kommun,61.0,2.0,3711.0,2440000.0,2022-03-24,2.0,40000.0,0.0,
Gibraltargatan 21B,Lägenhet,Johanneberg,Göteborgs kommun,45.5,2.0,2420.0,3215000.0,2022-03-24,17.0,70659.0,0.0,
Nimbusgatan 2,Lägenhet,Eriksberg,Göteborgs kommun,81.2,3.0,4273.0,5475000.0,2022-03-24,0.0,67426.0,0.0,
Arvid lindmansgatan 25F,Lägenhet,Centrala Hisingen Bjurslätt,Göteborgs kommun,54.0,2.0,3322.0,2310000.0,2022-03-24,7.0,42778.0,0.0,
Engdahlsgatan 4,Lägenhet,Johanneberg,Göteborgs kommun,43.0,2.0,2382.0,3220000.0,2022-03-24,24.0,74884.0,0.0,
Kabelgatan 13F,Lägenhet,Majorna,Göteborgs kommun,50.1,2.0,4027.0,3125000.0,2022-03-24,9.0,62375.0,0.0,
Plantagegatan 5,Lägenhet,Linné,Göteborgs kommun,124.0,4.0,5619.0,6700000.0,2022-03-24,-1.0,54032.0,0.0,
Trädgårdsmästarens väg 20,Villa,Billdal,Göteborgs kommun,141.0,5.0,,10900000.0,2022-03-24,,77305.0,0.0,8.0
Rungången 18,Radhus,Torslanda - Centralt,Göteborgs kommun,105.0,4.0,5059.0,5000000.0,2022-03-24,,47619.0,0.0,0.0
Lindholmshamnen 38,Lägenhet,Lindholmen,Göteborgs kommun,21.0,1.0,2258.0,3150000.0,2022-03-24,13.0,90000.0,0.0,
Brunnehagen 54,Lägenhet,Tuve,Göteborgs kommun,43.5,1.0,3354.0,1450000.0,2022-03-24,0.0,33333.0,0.0,
Plåtmyntsgatan 17,Lägenhet,Högsbo,Göteborgs kommun,72.0,3.5,5533.0,3475000.0,2022-03-24,9.0,48264.0,0.0,
Prilyckegatan 109,Lägenhet,Hisings Kärra,Göteborgs kommun,75.5,3.0,4511.0,2400000.0,2022-03-24,5.0,31788.0,0.0,
Klamparegatan 3,Lägenhet,Masthugget,Göteborgs kommun,52.5,2.0,2859.0,3100000.0,2022-03-24,9.0,59048.0,0.0,
Sixten Camps gata 10,Lägenhet,Nya Gårda,Göteborgs kommun,86.0,3.0,4190.0,4920000.0,2022-03-24,12.0,57209.0,0.0,
Bergartsgatan 56,Radhus,Aröd,Göteborgs kommun,136.0,5.0,,6325000.0,2022-03-24,19.0,46507.0,0.0,0.0
Fjällgatan 9 V,Lägenhet,Gamla Masthugget,Göteborgs kommun,35.5,1.0,2590.0,3000000.0,2022-03-24,0.0,84507.0,0.0,
Fotbollsvägen 20,Villa,Hjällbo,Göteborgs kommun,69.0,6.0,,4200000.0,2022-03-24,,60870.0,0.0,69.0
Toleredsgatan 19,Lägenhet,Tolered,Göteborgs kommun,53.0,2.0,4198.0,1895000.0,2022-03-24,0.0,35755.0,0.0,
Gibraltargatan 18,Lägenhet,Nedre Johanneberg,Göteborgs kommun,115.0,3.0,5673.0,8200000.0,2022-03-23,0.0,71304.0,0.0,
Övre Hallegatan 52,Lägenhet,Ramberget,Göteborgs kommun,58.5,2.0,4135.0,2500000.0,2022-03-23,9.0,42735.0,0.0,
Akkas gata 42,Lägenhet,Hisings Backa,Göteborgs kommun,74.3,3.0,5150.0,1910000.0,2022-03-23,6.0,25707.0,0.0,
Liljeforsgatan 28,Lägenhet,Johanneberg,Göteborgs kommun,83.8,3.0,6504.0,2900000.0,2022-03-23,-3.0,34606.0,0.0,
Munkebäcksgatan 25H,Lägenhet,Kålltorp,Göteborgs kommun,46.5,2.0,3158.0,2700000.0,2022-03-23,4.0,58065.0,0.0,
Vallfrögatan 14,Lägenhet,Centrala Hisingen,Göteborgs kommun,78.0,3.0,4198.0,3520000.0,2022-03-23,7.0,45128.0,0.0,
Munkebäcksgatan 28A,Lägenhet,Kålltorp,Göteborgs kommun,58.0,2.5,2899.0,2980000.0,2022-03-23,5.0,51379.0,0.0,
Fruktträdsgatan 6,Lägenhet,Hildedal,Göteborgs kommun,68.0,3.0,4330.0,4340000.0,2022-03-23,24.0,63824.0,0.0,
Gunnaredsterrassen 50,Radhus,Angered,Göteborgs kommun,117.5,5.0,8548.0,2100000.0,2022-03-23,11.0,17872.0,0.0,0.0
Haråsgatan 7,Lägenhet,Majorna,Göteborgs kommun,60.0,2.0,3466.0,3850000.0,2022-03-23,29.0,64167.0,0.0,
Flöjtgatan 17,Lägenhet,Ruddalen,Göteborgs kommun,31.5,1.0,2356.0,1425000.0,2022-03-23,4.0,45238.0,0.0,
Repslagaregatan 3A,Lägenhet,Masthugget,Göteborgs kommun,67.5,2.0,3303.0,2990000.0,2022-03-23,0.0,44296.0,0.0,
Håltavägen 9C,Villa,Torslanda - Andalen,Göteborgs kommun,120.0,4.0,,7000000.0,2022-03-23,,58333.0,0.0,0.0
Lådämnesgatan 19,Lägenhet,Björkekärr,Göteborgs kommun,65.0,3.0,4469.0,3520000.0,2022-03-23,10.0,54154.0,0.0,
Andra Långgatan 8B,Lägenhet,Linnéstaden,Göteborgs kommun,80.0,3.0,4281.0,6100000.0,2022-03-23,12.0,76250.0,0.0,
Ernst Torulfsgatan 21B,Lägenhet,Munkebäck,Göteborgs kommun,49.5,2.0,4096.0,2100000.0,2022-03-23,-2.0,42424.0,0.0,
Föreningsgatan 3A,Lägenhet,Vasastaden,Göteborgs kommun,43.0,2.0,2708.0,3350000.0,2022-03-23,16.0,77907.0,0.0,
Sankt Jörgens allé 21,Villa,Sankt Jörgen,Göteborgs kommun,114.0,4.0,,6550000.0,2022-03-23,24.0,57456.0,0.0,0.0
Norra Liden 31,Lägenhet,Kungshöjd,Göteborgs kommun,73.1,3.0,5233.0,4000000.0,2022-03-23,3.0,54720.0,0.0,
Långströmsgatan 5A,Lägenhet,Hisingen,Göteborgs kommun,87.0,4.0,4178.0,3260000.0,2022-03-23,2.0,37471.0,0.0,
Handelsmyntet 14,Lägenhet,Högsbo,Göteborgs kommun,43.0,1.5,2495.0,2815000.0,2022-03-23,18.0,65465.0,0.0,
Bredängen 40,Lägenhet,Skintebo,Göteborgs kommun,70.0,2.5,4673.0,3400000.0,2022-03-23,6.0,48571.0,0.0,
Ahrenbergsgatan 7C,Lägenhet,Munkebäck,Göteborgs kommun,54.0,2.0,3834.0,2652000.0,2022-03-23,11.0,49111.0,0.0,
Våglängdsgatan 2L,Radhus,Järnbrott,Göteborgs kommun,72.0,4.0,,4850000.0,2022-03-23,21.0,67361.0,0.0,0.0
Storkgatan 7C,Lägenhet,Bagaregården,Göteborgs kommun,74.0,3.0,3412.0,4620000.0,2022-03-23,17.0,62432.0,0.0,
Åsbacken 32,Lägenhet,Billdal,Göteborgs kommun,72.0,4.0,5045.0,4060000.0,2022-03-23,8.0,56389.0,0.0,
Gibraltargatan 64,Lägenhet,Johanneberg,Göteborgs kommun,71.0,3.0,4233.0,4550000.0,2022-03-23,,64085.0,0.0,
Västra Stillestorpsgatan 25,Lägenhet,Centrala Hisingen,Göteborgs kommun,80.0,4.0,5530.0,3130000.0,2022-03-23,3.0,39125.0,0.0,
Vegagatan 56,Lägenhet,Linnéstaden,Göteborgs kommun,63.0,2.5,3673.0,4615000.0,2022-03-23,10.0,73254.0,0.0,
Sparrgrensgatan 6,Villa,Kålltorp,Göteborgs kommun,156.0,7.0,,12000000.0,2022-03-23,18.0,76923.0,0.0,68.0
Lundgrensgatan 8,Lägenhet,Johanneberg,Göteborgs kommun,49.0,2.0,2330.0,3500000.0,2022-03-23,6.0,71429.0,0.0,
Kvadrantgatan 6,Lägenhet,Bergsjön,Göteborgs kommun,61.8,2.0,4969.0,1250000.0,2022-03-23,5.0,20227.0,0.0,
Marklandsgatan 57,Lägenhet,Högsbo,Göteborgs kommun,54.0,2.0,3012.0,2350000.0,2022-03-23,7.0,43519.0,0.0,
Barytongatan 3,Lägenhet,Frölunda,Göteborgs kommun,74.0,3.0,4228.0,2900000.0,2022-03-23,16.0,39189.0,0.0,
Gröna Annas gata 15,Lägenhet,C Hisingen Porslinsfabriken,Göteborgs kommun,83.0,3.0,4399.0,4370000.0,2022-03-23,9.0,52651.0,0.0,
Bangatan 56,Lägenhet,Majorna,Göteborgs kommun,41.0,1.5,2460.0,2850000.0,2022-03-23,,69512.0,0.0,
Gräsmånadsgatan 31,Radhus,Kortedala,Göteborgs kommun,116.0,4.0,7306.0,2450000.0,2022-03-23,-2.0,21121.0,0.0,0.0
Monsungatan 77,Lägenhet,Eriksberg,Göteborgs kommun,47.0,2.0,2917.0,3450000.0,2022-03-23,-1.0,73404.0,0.0,
Arvesgärde 2,Lägenhet,Tuve,Göteborgs kommun,37.5,1.0,3150.0,1450000.0,2022-03-23,0.0,38667.0,0.0,
Övre Hallegatan 2B,Lägenhet,Centrala Hisingen,Göteborgs kommun,49.8,2.0,4198.0,1770000.0,2022-03-23,11.0,35542.0,0.0,
Värmlandsgatan 21,Lägenhet,Linnéstaden,Göteborgs kommun,61.1,2.0,3238.0,3800000.0,2022-03-23,12.0,62193.0,0.0,
Erisgatan 19,Lägenhet,Bergsjön,Göteborgs kommun,89.0,4.0,4983.0,2505000.0,2022-03-23,0.0,28146.0,0.0,
Gyllenkrooksgatan 1,Lägenhet,Johanneberg,Göteborgs kommun,45.0,1.0,2386.0,2900000.0,2022-03-23,17.0,64444.0,0.0,
Wingårdsgatan 9E,Lägenhet,Kålltorp - Örgryte,Göteborgs kommun,50.0,2.0,3155.0,3210000.0,2022-03-23,11.0,64200.0,0.0,
Monsungatan 81,Lägenhet,Eriksberg,Göteborgs kommun,78.0,3.0,4204.0,6600000.0,2022-03-23,12.0,84615.0,0.0,
Sofiagatan 56K,Lägenhet,Strömmensberg,Göteborgs kommun,57.8,2.0,4263.0,3200000.0,2022-03-23,0.0,55363.0,0.0,
Karlagatan 10B,Lägenhet,Lunden,Göteborgs kommun,37.0,1.0,2385.0,2475000.0,2022-03-23,15.0,66892.0,0.0,
Hovås Allé 24,Lägenhet,Hovås,Göteborgs kommun,84.0,3.0,4332.0,4800000.0,2022-03-22,7.0,57143.0,0.0,
Askim D-området nr 6,Fritidshus,Askim - GFA,Göteborgs kommun,,,,960000.0,2022-03-22,21.0,,0.0,0.0
Toppformsvägen 1,Villa,Torslanda - Björlanda,Göteborgs kommun,97.0,4.0,,6500000.0,2022-03-22,8.0,67010.0,0.0,50.0
Rambergsvägen 27B,Lägenhet,Centrala Hisingen,Göteborgs kommun,35.0,2.0,2231.0,2000000.0,2022-03-22,6.0,57143.0,0.0,
Häradsdomarevägen 38,Radhus,Backa,Göteborgs kommun,143.0,6.0,,4925000.0,2022-03-22,3.0,34441.0,0.0,76.0
Askims svartmosseväg 34,Villa,Askim - Sisjön,Göteborgs kommun,186.0,7.0,,12100000.0,2022-03-22,11.0,65054.0,0.0,0.0
Länsgränd 8,Villa,Billdal,Göteborgs kommun,155.4,5.0,,9750000.0,2022-03-22,3.0,62741.0,0.0,88.0
Övre Olskroksgatan 4,Lägenhet,Olskroken,Göteborgs kommun,53.0,2.0,3625.0,3650000.0,2022-03-22,22.0,68868.0,0.0,
Riddaregatan 19B,Lägenhet,Bagaregården,Göteborgs kommun,37.0,1.0,2208.0,2200000.0,2022-03-22,0.0,59459.0,0.0,
Linnégatan 41B,Lägenhet,Linné,Göteborgs kommun,44.0,1.5,2150.0,4150000.0,2022-03-22,39.0,94318.0,0.0,
Stommavägen 38,Tomt,Gunnilse,Göteborgs kommun,,,,2020000.0,2022-03-22,35.0,,0.0,0.0
Smörblommegången 327,Fritidshus,Askim- Välenkolonin nedre området,Göteborgs kommun,,,,1610000.0,2022-03-22,2.0,,0.0,0.0
Bandtraktorgatan 1,Lägenhet,Angered,Göteborgs kommun,72.0,3.0,4306.0,2400000.0,2022-03-22,2.0,33333.0,0.0,
Askim Gfa Stuga  E03,Fritidshus,Askim-GFA,Göteborgs kommun,,,,2250000.0,2022-03-22,32.0,,0.0,0.0
Ernst Torulfsgatan 21B,Lägenhet,Munkebäck,Göteborgs kommun,49.5,2.0,4136.0,2600000.0,2022-03-22,0.0,52525.0,0.0,
Astris Gata 62,Lägenhet,Eriksberg,Göteborgs kommun,40.0,2.0,2418.0,2550000.0,2022-03-22,7.0,63750.0,0.0,
Södra vägen 68B,Lägenhet,Lorensberg,Göteborgs kommun,79.0,3.0,4539.0,4900000.0,2022-03-22,10.0,62025.0,0.0,
Virvelvindsgatan 28,Lägenhet,Centrala Hisingen,Göteborgs kommun,70.5,3.0,4851.0,2700000.0,2022-03-22,0.0,38298.0,0.0,
Doktor Forselius gata 10,Lägenhet,Guldheden,Göteborgs kommun,120.0,6.0,7510.0,6450000.0,2022-03-22,,53750.0,0.0,
Sösbacken 67,Radhus,Billdal - Skintebo,Göteborgs kommun,118.0,5.0,,7175000.0,2022-03-22,15.0,60805.0,0.0,30.0
Gamla Tumlehedsvägen 11,Lägenhet,Torslanda - Centralt,Göteborgs kommun,77.9,3.0,4738.0,2950000.0,2022-03-22,,37869.0,0.0,
Toleredsgatan 16A,Lägenhet,Tolered,Göteborgs kommun,64.0,3.0,5142.0,2800000.0,2022-03-22,23.0,43750.0,0.0,
Famngatan 36,Lägenhet,Högsbo,Göteborgs kommun,70.0,3.0,4564.0,3350000.0,2022-03-22,0.0,47857.0,0.0,
Transistorgatan 31,Lägenhet,Järnbrott,Göteborgs kommun,76.0,3.0,3494.0,3800000.0,2022-03-22,6.0,50000.0,0.0,
Götaverksgatan 20 vån 11 av 16,Lägenhet,Lindholmen,Göteborgs kommun,34.5,1.0,2648.0,2650000.0,2022-03-22,11.0,76812.0,0.0,
Vårbroddsgatan 10,Villa,Bräcke,Göteborgs kommun,100.0,4.0,,5750000.0,2022-03-22,,57500.0,0.0,36.0
Cederflychts gata 11,Lägenhet,Hisings Backa,Göteborgs kommun,66.1,2.0,4745.0,1800000.0,2022-03-21,13.0,27231.0,0.0,
Styrsö tångenväg 55,Villa,Styrsö,Göteborgs kommun,108.0,7.0,,4500000.0,2022-03-21,-4.0,41667.0,0.0,108.0
Bisittaregatan 1C,Lägenhet,Kålltorp,Göteborgs kommun,125.0,5.0,5942.0,7900000.0,2022-03-21,,63200.0,0.0,
Brännemysten 9A,Villa,Hovås-brottkärr,Göteborgs kommun,196.0,6.0,,9200000.0,2022-03-21,3.0,46939.0,0.0,0.0
Handelsmyntet 14,Lägenhet,Högsbo,Göteborgs kommun,58.0,2.0,3374.0,2900000.0,2022-03-21,-2.0,50000.0,0.0,
Frida Hjertbergs gata 1,Lägenhet,Johanneberg,Göteborgs kommun,62.5,2.0,2596.0,3875000.0,2022-03-21,0.0,62000.0,0.0,
Olof Wijksgatan 1,Lägenhet,Lorensberg,Göteborgs kommun,147.0,5.0,4144.0,14200000.0,2022-03-21,1.0,96599.0,0.0,
Egnahemsvägen 24 B,Lägenhet,Landala Egnahem,Göteborgs kommun,36.0,5.0,4786.0,6350000.0,2022-03-21,19.0,83553.0,0.0,
Erik Dahlbergsgatan 31 C,Lägenhet,Vasastaden,Göteborgs kommun,59.0,2.0,3503.0,5350000.0,2022-03-21,28.0,90678.0,0.0,
Chalmersgatan 25A,Lägenhet,Lorensberg,Göteborgs kommun,111.0,3.0,4616.0,8700000.0,2022-03-21,9.0,78378.0,0.0,
Östra Eriksbergsgatan 87,Lägenhet,Eriksberg,Göteborgs kommun,46.0,1.5,2414.0,3200000.0,2022-03-21,11.0,69565.0,0.0,
Övre Fogelbergsgatan 6,Lägenhet,Annedal/ Vasastaden,Göteborgs kommun,37.5,2.0,1295.0,3550000.0,2022-03-21,19.0,94667.0,0.0,
Prilyckegatan 87,Lägenhet,Hisings Kärra,Göteborgs kommun,46.5,1.0,2995.0,1375000.0,2022-03-21,-1.0,29570.0,0.0,
Vidsundsvägen 1E,Tomt,Billdal,Göteborgs kommun,,,,7625000.0,2022-03-21,22.0,,0.0,0.0
Långströmsgatan 4D,Lägenhet,Göteborg – Hisingen,Göteborgs kommun,53.0,2.0,3134.0,2250000.0,2022-03-21,0.0,42453.0,0.0,
Halvtumsgatan 2,Lägenhet,Flatås,Göteborgs kommun,37.0,1.0,2420.0,1785000.0,2022-03-21,0.0,48243.0,0.0,
Kavaljersgatan 29,Lägenhet,Hisings Backa,Göteborgs kommun,65.4,2.0,4575.0,1900000.0,2022-03-21,6.0,29052.0,0.0,
Heidenstams gata 13,Lägenhet,Hisingen,Göteborgs kommun,60.0,2.0,4372.0,1850000.0,2022-03-21,3.0,30833.0,0.0,
Ulveliden 11,Villa,Göteborg,Göteborgs kommun,210.0,,,11500000.0,2022-03-21,,54762.0,0.0,94.0
Virginsgatan 28A,Lägenhet,Kålltorp,Göteborgs kommun,75.0,3.0,4025.0,4000000.0,2022-03-21,16.0,53333.0,0.0,
Prilyckegatan 127,Lägenhet,Hisings Kärra,Göteborgs kommun,75.5,3.0,5441.0,2300000.0,2022-03-20,5.0,30464.0,0.0,
Gunnestorpsvägen 119,Lägenhet,Tuve,Göteborgs kommun,89.2,3.0,4721.0,3650000.0,2022-03-20,,40919.0,0.0,
Kortedala torg 6C,Lägenhet,Kortedala,Göteborgs kommun,46.0,2.0,3344.0,1855000.0,2022-03-20,3.0,40326.0,0.0,
Kapplandsgatan 14,Lägenhet,Högsbo,Göteborgs kommun,66.0,3.0,4076.0,2730000.0,2022-03-20,1.0,41364.0,0.0,
Bratteråsgatan 60,Lägenhet,Eriksberg,Göteborgs kommun,61.0,2.0,3386.0,3650000.0,2022-03-20,5.0,59836.0,0.0,
Tjädergatan 31,Villa,Hagen,Göteborgs kommun,159.0,6.0,,8300000.0,2022-03-20,-2.0,52201.0,0.0,37.0
Östra Eriksbergsgatan 81,Lägenhet,Eriksberg,Göteborgs kommun,67.8,3.0,3367.0,3600000.0,2022-03-20,0.0,53097.0,0.0,
Nordhemsgatan 48,Lägenhet,Linnéstaden,Göteborgs kommun,41.0,2.0,3381.0,3400000.0,2022-03-19,8.0,82927.0,0.0,
Fagottgatan 10,Lägenhet,Kaverös,Göteborgs kommun,59.5,2.0,3278.0,2275000.0,2022-03-19,4.0,38235.0,0.0,
Norra lysevägen 125,Lägenhet,Skutehagen,Göteborgs kommun,69.6,3.0,3874.0,4000000.0,2022-03-19,0.0,57471.0,0.0,
Trädgårdsgärdet 98,Lägenhet,Angered,Göteborgs kommun,79.8,3.0,5515.0,1470000.0,2022-03-19,5.0,18421.0,0.0,
Kungsladugårdsgatan 86,Radhus,Kungsladugård,Göteborgs kommun,160.0,8.0,,10800000.0,2022-03-19,13.0,67500.0,0.0,60.0
Rubingatan 18,Lägenhet,Västra Frölunda,Göteborgs kommun,36.5,1.0,2286.0,1420000.0,2022-03-19,2.0,38904.0,0.0,
Östfjällsvägen 5,Villa,Näset,Göteborgs kommun,196.0,8.0,,12800000.0,2022-03-19,7.0,65306.0,0.0,10.0
Glöstorpsvägen 12C,Lägenhet,Tuve,Göteborgs kommun,84.0,4.0,4837.0,3700000.0,2022-03-19,,44048.0,0.0,
Fjärde långgatan 10F,Lägenhet,Linnéstaden,Göteborgs kommun,101.0,3.0,4501.0,8000000.0,2022-03-19,18.0,79208.0,0.0,
